,Sentiment,Sentiment Num,Multi,Prediction,Text,Correct2_A,Correct5_A,Correct2_B,Correct5_B,Correct2_C,Correct5_C,Correct2_D,Correct5_D
1769,Negative,-1,-2,1,"      Suggests  puns   about   ingredients   and    soup  and  somebody   being   off   their  noodle  ,  but    let  's   just   say    the  ingredients     do  n't  quite    add  up   to   a  meal .",yes,yes,yes,yes,yes,yes,yes,yes
1770,Negative,-1,-2,1,I    'd    give   real  money   to   see    the  perpetrators   of   Chicago    torn  apart   by  dingoes  .,yes,yes,yes,yes,yes,yes,yes,yes
1771,Neutral,0,0,-1," Movies   like  this    are   selling     the   old   European  candor  ,    the   old  wink   of   `   bold   '  revelation  .",no,no,yes,yes,no,yes,yes,yes
1773,Negative,-1,-2,1,  The  timing   in   nearly   every  scene    seems    a  half   beat  off  .,yes,no,yes,yes,no,yes,yes,yes
1774,Positive,1,1,1,   A   fairly   by-the-books  blend   of    action  and  romance   with   sprinklings   of     intentional  and  unintentional  comedy  .,no,no,yes,yes,no,yes,yes,yes
1775,Negative,-1,-2,1, Flounders   due   to    the   general  sense   that    no   two  people   working   on   the  production    had    exactly   the   same  thing   in  mind  .,yes,yes,yes,yes,yes,yes,yes,yes
1777,Negative,-1,-2,-1, The  story     bogs  down   in    a  mess   of   purposeless  violence  .,yes,yes,yes,yes,yes,yes,yes,yes
1778,Positive,1,1,1, Despite   some  gulps    the  film    is   a   fuzzy  huggy  .,yes,yes,yes,yes,yes,yes,yes,yes
1779,Negative,-1,-2,-1,McKay   deflates    his  piece   of     puffery   with   a   sour  cliche  and    heavy  doses   of  mean-spiritedness,yes,yes,yes,no,yes,yes,yes,yes
1782,Negative,-1,-2,1,"  Another   big   ,   dumb   action  movie   in    the  vein   of  XXX   ,    The  Transporter    is   riddled   with    plot  holes     big  enough   for   its   titular  hero   to    drive   his  (3 sleek black BMW  through  .",yes,yes,yes,yes,yes,yes,yes,yes
1784,Negative,-1,-1,1," When   she  speaks   ,    her   creepy   Egyptian   demigod  voice    is   as   computer    processed  and   overproduced   as   it   was   in   her  music  .",yes,no,yes,yes,no,yes,yes,yes
1785,Negative,-1,-2,1,Outrageousness    is    all  Plympton   seemed   to   be   going   for   this  time  .,yes,yes,yes,yes,yes,yes,yes,yes
1786,Negative,-1,-2,1,We    miss    the   quirky  amazement   that   used   to    come  along   for    an   integral  part   of   the  ride  .,yes,yes,yes,yes,yes,yes,yes,yes
1787,Negative,-1,-1,1, Much   of   what   is   meant   to   be     `   inspirational  '  and   `   uplifting  '     is  simply   distasteful   to     audiences  not  already   sharing   -LRB-    the   movie  's   -RRB-  mindset .,yes,no,yes,yes,no,yes,yes,yes
1788,Neutral,0,0,1," Well   before   it   's  over   ,    Beijing  Bicycle    begins   spinning   its  wheels  .",yes,yes,yes,yes,yes,yes,yes,yes
1790,Neutral,0,0,-1,"Besides   ,    real   movie  producers     are  n't   this  nice  .",no,no,yes,yes,no,yes,yes,yes
1793,Negative,-1,-1,-1," For  me   ,        this  opera    is  n't   a  favorite  ,  so   it    's   a   long  time   before    the   fat  lady  sings  .",yes,yes,yes,yes,yes,yes,yes,yes
1794,Negative,-1,-1,1, Looks   like   a   high   school   film  project     completed   the  day   before   it   was  due  .,yes,yes,yes,yes,yes,yes,yes,yes
1795,Negative,-1,-2,1,"   Truth   to  tell  ,   if   you   've    seen  more   than   half-a-dozen   horror  films   ,   there      's  nothing  here   you    have  n't   seen  before  .",yes,yes,yes,yes,yes,yes,yes,yes
1796,Negative,-1,-1,-1, Abandons    all  pretense   of     creating   historical    context  and  waltzes  off   into    a   hectic  soap   about    the    ups  and  downs   of    the   heavy  breathing   between   the   two  artists .,yes,yes,yes,yes,yes,yes,yes,yes
1798,Negative,-1,-1,-1,Filmmakers    have   to   dig   deep   to   sink   this  low  .,yes,yes,yes,yes,yes,yes,yes,yes
1799,Negative,-1,-1,-1," Fortunately   for   all  involved   ,    this  movie    is   likely   to    disappear   as  quickly   as    an   ice  cube   thrown   into    a  pot   of   boiling  water  .",yes,yes,yes,yes,yes,yes,yes,yes
1800,Negative,-1,-2,-1, The  movie    gets    muted  and  routine  .,yes,yes,yes,yes,yes,yes,yes,yes
1801,Negative,-1,-2,-1,  The  issue   of  faith    is  not   explored   very  deeply,yes,yes,yes,yes,yes,yes,yes,yes
1802,Negative,-1,-2,-1, The    situations  and  jokes     are     as  predictable  and   as  lowbrow   as    the   endless  pratfalls    the  boys   take   in   their   high  heels  .,yes,yes,yes,yes,yes,yes,yes,yes
1803,Negative,-1,-2,1,It      's   frustrating   to   see   these  guys   --    who    are  obviously   pretty  clever  --      waste   their  talent   on   parodies   of  things   they   probably   thought   were  funniest  when  they  were  high  .,yes,yes,yes,yes,yes,yes,yes,yes
1804,Negative,-1,-2,1,I    was   perplexed   to   watch   it   unfold   with    an   astonishing  lack   of    passion  or  uniqueness  .,yes,yes,yes,yes,yes,yes,yes,yes
1805,Negative,-1,-2,1,"    K-19    may  not    hold    a  lot   of  water   as   a   submarine  epic  ,  but   it   holds    even  less   when   it   turns   into   an   elegiacally   soggy   Saving   Private  Ryanovich (2 .",yes,yes,yes,yes,yes,yes,yes,yes
1806,Negative,-1,-2,-1,   A       very  stylish  but  ultimately   extremely  silly  tale  ...    a   slick  piece   of   nonsense    but  nothing  more  .,yes,yes,yes,yes,yes,yes,yes,yes
1807,Negative,-1,-1,1,Automatically     pegs  itself   for   the   straight-to-video   sci-fi   rental  shelf  .,yes,yes,yes,yes,yes,yes,yes,yes
1808,Negative,-1,-1,0, The  film    is   like     a  series   of    beginnings  and  middles   that   never   take  off  .,yes,no,yes,yes,no,yes,yes,yes
1810,Neutral,0,0,1, Ja    Rule  and  Kurupt    should   have   gotten   to  rap  .,no,no,yes,yes,no,yes,yes,yes
1812,Neutral,0,0,-1, A   standard   haunted   house  tale    transplanted   to   the   high  seas  .,yes,yes,yes,yes,yes,yes,yes,yes
1815,Neutral,0,0,-1," In   the  end   ,    White  Oleander     is  n't    an  adaptation   of   a  novel  .",yes,yes,yes,yes,yes,yes,yes,yes
1819,Neutral,0,0,-1,   Just   one  problem  :    Fish   out   of  water   usually  die  .,no,no,yes,yes,no,yes,yes,yes
1820,Neutral,0,0,0, This  one   does  .,yes,yes,yes,yes,yes,yes,yes,yes
1821,Negative,-1,-1,1," The   angst-ridden   ,   affluent   slacker  characters    are   more   grating   than  engaging  .",yes,yes,yes,yes,yes,yes,yes,yes
1822,Negative,-1,-2,-1,"   A   soggy   ,   shapeless  mess  ...    just   a   dumb  excuse   for    a   waterlogged  equivalent   of   a   haunted-house  movie  .",yes,yes,yes,yes,yes,yes,yes,yes
1824,Negative,-1,-1,-1," An    ungainly   ,   comedy-deficient   ,  B-movie   rush  job  ...",yes,no,yes,yes,no,yes,yes,yes
1826,Negative,-1,-2,-1,"  An   unsatisfying  hybrid   of     Blair  Witch  and     typical   stalk-and-slash  fare  ,   where    the   most   conservative  protagonist    is  always   the   last   one  living  .",yes,yes,yes,yes,yes,yes,yes,yes
1827,Negative,-1,-2,-1," Say   this   for   the  soundtrack   ,   it     drowns  out   the   lousy  dialogue  .",yes,yes,yes,yes,yes,yes,yes,yes
1829,Negative,-1,-2,1," Instead   of    kicking  off    the   intrigue   and    suspense  and  mystery   of   the   whole  thing   ,     Hart  's  War   ,    like    the   St.   Louis  Rams   in   the   Super  Bowl   , (1  (2 waits   until  after    halftime   to  get  started  .",yes,yes,yes,yes,yes,yes,yes,yes
1833,Negative,-1,-2,1,"     Never  quite   transcends   jokester  status  ...  and    the  punchline    does  n't    live  up   to    Barry  's    dead-eyed   ,   perfectly  chilled  delivery  .",yes,yes,yes,yes,yes,yes,yes,yes
1835,Positive,1,1,-1,"It   almost    plays    like  Solaris    ,  but   with    guns  and  jokes  .",yes,yes,yes,yes,yes,yes,yes,yes
1838,Negative,-1,-1,-1," This  film         looks   like   it   was   produced   in  1954  ,   shelved   for   48  years  ,  and   repackaged   for   a   2002  audience  .",yes,no,yes,yes,no,yes,yes,yes
1840,Negative,-1,-1,1,There     is  not     an  ounce   of  honesty   in   the   entire  production  .,yes,no,yes,yes,no,yes,yes,yes
1842,Negative,-1,-2,1,"    Earnest  but  earthbound  ...    a    slow   ,   soggy   ,   soporific   ,   visually  dank   crime   melodrama\/character  study   that   would    be   more  at     home   on   the   small  screen  but for  its  stellar  cast  .",yes,yes,yes,yes,yes,yes,yes,yes
1843,Negative,-1,-2,-1, The   pivotal   narrative  point    is   so   ripe    the  film      ca  n't  help  but   go    soft  and  stinky  .,yes,yes,yes,yes,yes,yes,yes,yes
1844,Negative,-1,-2,1," For   all   its   alleged   youthful  fire   ,   XXX     is    no   less  subservient   to     Bond  's   tired  formula   of   guns   ,    girls  and  gadgets   while   brandishing   a   new   actionhero  .",yes,yes,yes,yes,yes,yes,yes,yes
1845,Negative,-1,-2,-1,  A    predictable  and  stereotypical   little  B-movie  .,yes,yes,yes,yes,yes,yes,yes,yes
1846,Negative,-1,-2,1,  If    I  Spy   were     funny   -LRB-   enough  -RRB-  or   exciting   -LRB-   enough  -RRB-   then   it   would   be   fairly   simple   to   forgive   the   financial  extortion   it    's   trying to (2 reap  from   the   moviegoing  public  .,yes,yes,yes,yes,yes,yes,yes,yes
1847,Negative,-1,-2,-1,"Frustratingly   ,   Dridi     tells  us   nothing   about    El  Gallo   other   than   what   emerges   through   his  music  .",yes,yes,yes,yes,yes,yes,yes,yes
1848,Negative,-1,-2,-1,"    Places    a    slightly  believable   love  triangle   in   a   difficult-to-swallow  setting  ,  and   then   disappointingly    moves   the  story   into    the  realm   of   an   improbable  thriller  .",yes,yes,yes,yes,yes,yes,yes,yes
1850,Negative,-1,-1,-1," Undone   by     its    overly    complicated  and  derivative  screenplay  ,     the   glacier-paced  direction  and   the   stereotypical  characters  .",yes,no,yes,yes,no,yes,yes,yes
1853,Negative,-1,-1,-1," The   cold   and   dreary  weather    is      a   perfect  metaphor   for    the  movie  itself  ,   which   contains      few  laughs  and  not   much  drama  .",yes,no,yes,yes,no,yes,yes,yes
1854,Negative,-1,-2,0,"  The  plot    is  straight   off   the  shelf   ,    the  performances    are    television  -     caliber  and    the  message   of    providing  solace   through  deception   is    a  little  creepy  .",yes,yes,yes,no,yes,yes,yes,yes
1855,Negative,-1,-1,-1,  ordinary  melodrama   that   is     heavy   on   religious  symbols  but  wafer-thin   on   dramatic  substance,yes,no,yes,yes,no,yes,yes,yes
1857,Negative,-1,-2,-1, Those   who   managed   to    avoid    the   Deconstructionist  theorizing   of   French   philosopher   Jacques  Derrida   in  college     can  now    take   an   85-minute   brush-up  course   with   the   documentary  Derrida .,yes,yes,yes,yes,yes,yes,yes,yes
1858,Neutral,0,0,1,"Or   ,   you    can    do   something  fun  tonight  .",yes,yes,yes,yes,yes,yes,yes,yes
1860,Negative,-1,-1,1," As   with    too  many   studio  pics   ,    plot  mechanics    get   in    the  way   of   what   should   be   the   lighter-than-air  adventure  .",yes,yes,yes,yes,yes,yes,yes,yes
1861,Negative,-1,-2,-1,"   Static  ,   repetitive   ,    muddy  and  blurry  ,    Hey  Arnold  !",yes,yes,yes,yes,yes,yes,yes,yes
1864,Negative,-1,-2,1," When   it   comes   to  entertainment   ,   children    deserve    better   than  Pokemon  4Ever  .",yes,yes,yes,yes,yes,yes,yes,yes
1868,Negative,-1,-2,1,"  Preposterous  and  tedious   ,   Sonny    is   spiked   with    unintentional  laughter   that   ,   unfortunately   ,   occurs   too   infrequently   to    make   the  film   even   a   guilty  pleasure  .",yes,yes,yes,yes,yes,yes,yes,yes
1870,Negative,-1,-2,1," None   of   these  characters      resembles   anyone   you    've  ever   met   in   real  life  ,   unless   you   happen   to   know    annoyingly   self-involved  people   who   speak   in    glib  sentences that  could   have   only   come   from    the  pen   of   a  screenwriter  .",yes,yes,yes,no,yes,yes,yes,yes
1871,Negative,-1,-1,1,"...      just   a   big  mess   of      a  movie  ,   full   of    images  and  events  ,   but   no    tension  or  surprise  .",yes,yes,yes,yes,yes,yes,yes,yes
1872,Negative,-1,-1,1," As   elegantly   crafted   as   it   often  is   ,     Anderson  's  movie     is  essentially    a   one-trick  pony      that  ,   hampered   by   an   undeveloped  script  ,   ultimately    pulls  up lame .",yes,no,yes,yes,no,yes,yes,yes
1874,Negative,-1,-1,1,...     has   virtually  no   script   at  all  ...,yes,yes,yes,yes,yes,yes,yes,yes
1875,Negative,-1,-2,1,"Will   only    satisfy   those   who    ca  n't   tell    the  difference   between       the  good  ,   the  bad  and   the  ugly  .",yes,yes,yes,yes,yes,yes,yes,yes
1876,Neutral,0,0,1,"  This  kind   of   dark  comedy    requires   a   delicate   ,   surgical  touch  .",yes,yes,yes,yes,yes,yes,yes,yes
1877,Neutral,0,0,1,But   director   Danny    DeVito  and    screenwriter   Adam  Resnick   -LRB-     remember   Cabin  Boy  ?  -RRB-,yes,yes,yes,yes,yes,yes,yes,yes
1878,Neutral,0,0,1,just    pound  away  .,yes,yes,yes,no,yes,yes,yes,yes
1879,Negative,-1,-2,-1," At  times   ,   however   ,     Dogtown  and  Z-Boys     lapses   into    an   insider  's    lingo  and  mindset      that    the  uninitiated   may   find   hard   to  follow  ,  or   care  about (2 .",yes,yes,yes,yes,yes,yes,yes,yes
1880,Positive,1,1,1," Rather  quickly   ,    the  film    falls   into    a   soothing  formula   of   brotherly    conflict  and  reconciliation  .",yes,yes,yes,yes,yes,yes,yes,yes
1881,Negative,-1,-2,1, Screenwriters   Scott   Abbott   and   Michael  Petroni    have    turned    Rice  's   complex  Akasha   into   a   cartoon  monster  .,yes,yes,yes,yes,yes,yes,yes,yes
1885,Negative,-1,-2,1, Most   of   the   action  setups    are  incoherent  .,yes,yes,yes,yes,yes,yes,yes,yes
1886,Negative,-1,-2,-1,"   Liman  ,   of    Swingers  and  Go  ,    makes    his   big-budget   action   film   debut  something   of      a  clunker   as   he   delivers   a   long   ,   low-heat  chase  ,   interrupted   by a  middling   car  chase  .",yes,yes,yes,yes,yes,yes,yes,yes
1887,Negative,-1,-2,1,...     surprisingly  inert   for    a  movie    in  which    the   main  character    travels    back  and  forth   between  epochs  .,yes,yes,yes,yes,yes,yes,yes,yes
1888,Negative,-1,-2,-1, The  problem     is  n't   that    the  movie      hits  so   close   to  home    so   much  as   that   it    hits   close   to  home   while   engaging   in      such  silliness   as   that   snake-down-the-throat business  and    the   inevitable  shot   of  Schwarzenegger   outrunning   a  fireball  .,yes,yes,yes,yes,yes,yes,yes,yes
1889,Negative,-1,-2,1,"  Dreary  ,   highly  annoying   ...    `    Some  Body   '   will   appeal   to   No  One  .",yes,yes,yes,yes,yes,yes,yes,yes
1891,Negative,-1,-2,-1,"  The  problem   with   concept  films    is   that    if    the  concept   is   a   poor  one   ,   there   's   no   saving   the  movie  .",yes,yes,yes,yes,yes,yes,yes,yes
1893,Negative,-1,-2,-1, A    painfully  leaden  film    destined   for   pre-dawn   cable   television  slots  .,yes,yes,yes,yes,yes,yes,yes,yes
1895,Negative,-1,-2,-1,"And    in  truth   ,    cruel   as   it   may  sound   ,   he    makes    Arnold  Schwarzenegger   look   like   Spencer  Tracy  .",yes,no,yes,yes,no,yes,yes,yes
1896,Negative,-1,-1,-1,  The  cartoon   that     is  n't  really    good  enough   to   be   on   afternoon  TV     is  now    a  movie   that     is  n't  really    good  enough   to   be   in  theaters  .,yes,yes,yes,no,yes,yes,yes,yes
1897,Negative,-1,-2,1,  Shocking  only   in  that   it    reveals     the   filmmaker  's   bottomless  pit   of  self-absorption  .,yes,yes,yes,yes,yes,yes,yes,yes
1898,Negative,-1,-2,-1,"      This  pep-talk   for   faith   ,    hope  and  charity   does   little   to  offend  ,  but    if    saccharine  earnestness   were   a  crime   ,     the   film  's  producers   would   be   in (2  (2 the  clink   for  life  .",yes,yes,yes,yes,yes,yes,yes,yes
1899,Negative,-1,-2,1,"    All     ends  well  ,   sort  of  ,  but    the   frenzied   comic  moments   never  click  .",yes,yes,yes,yes,yes,yes,yes,yes
1900,Negative,-1,-1,1," If   this   is    the   Danish  idea   of   a   good  time   ,    prospective  tourists    might   want   to   consider    a   different  destination   --      some   jolly  country   embroiled   in   a bloody  civil war  ,  perhaps  .",yes,no,yes,yes,no,yes,yes,yes
1902,Neutral,0,0,1,"  Only   a  few  minutes    elapse   before     the  daddy   of   all  slashers     arrives  ,  still   with     the   boiler   suit   and   white  mask  ,   which   look   remarkably   clean   for    aguy who  (2   has   been   mass-murdering   since  1978  but    has  never   been   seen   doing  laundry  .",yes,yes,yes,yes,yes,yes,yes,yes
1903,Negative,-1,-2,-1," When     the   painted  backdrops   in   a  movie   are   more   alive   than   its  characters   ,   you    know   you   're   in  trouble  .",yes,yes,yes,yes,yes,yes,yes,yes
1904,Negative,-1,-2,1,"    -LRB-   Two  -RRB-   fairly  dull  --      contrasting   and   interlocking  stories   about    miserable  Scandinavian  settlers   in   18th-century   Canada   ,   and   yuppie  sailboaters   in   the    here  and now  .",yes,no,yes,yes,no,yes,yes,yes
1905,Negative,-1,-2,1, The  film      is  really  not    so   much  bad   as  bland  .,yes,yes,yes,yes,yes,yes,yes,yes
1906,Negative,-1,-2,1, The   central  story    lacks  punch  .,yes,yes,yes,yes,yes,yes,yes,yes
1907,Negative,-1,-2,-1," Though   Ganesh   is   successful   in    a   midlevel  sort   of  way   ,   there      's  nothing     so    striking  or  fascinating  or   metaphorically   significant   about   his  career   as   to  rate two  hours   of   our  attention  .",yes,yes,yes,yes,yes,yes,yes,yes
1909,Negative,-1,-2,1," Succumbs   to    the   same  kind   of     maudlin   ,  sentimental  mysticism   that    mars   the  Touched   by    an   Angel  school   of   non-God   spiritual-uplift  movies  .",yes,yes,yes,yes,yes,yes,yes,yes
1910,Positive,1,1,1, A     harmless  and   mildly  amusing  family   comedy  .,yes,yes,yes,yes,yes,yes,yes,yes
1911,Negative,-1,-2,1, What    was    subtle  and  mystifying   in   the  novella     is  now    broad  and  farcical  .,yes,yes,yes,yes,yes,yes,yes,yes
1912,Negative,-1,-2,-1, The  kids      often   appear   to   be   reading   the  lines  and   are   incapable   of   conveying   any  emotion  .,yes,yes,yes,yes,yes,yes,yes,yes
1913,Positive,1,1,0," ``     Men   in   Black  II  ,  ''    has    all   the  earmarks   of   a  sequel  .",yes,yes,yes,yes,yes,yes,yes,yes
1915,Negative,-1,-2,1,     Sucking   all   the   `   classic  '  out   of    Robert   Louis   Stevenson  's   Treasure  Island  and    filling   the  void   with     sci-fi   video   game  graphics  and   Disney-fied   adolescent angst ...,yes,yes,yes,yes,yes,yes,yes,yes
1918,Negative,-1,-2,-1,"  A  mix   of      velocity  and  idiocy  ,   this   ruinous  remake    lacks     the  brawn     --  and   the  brains  --   of   the   1970s  original  .",yes,yes,yes,yes,yes,yes,yes,yes
1919,Negative,-1,-2,-1,"     The   low-budget   Full  Frontal   was   one   of    the   year  's   murkiest   ,    intentionally    obscure  and  self-indulgent  pictures  ,  and   Solaris   is   its   big-budget  brother  .",yes,yes,yes,yes,yes,yes,yes,yes
1921,Neutral,0,0,1, The  film   seems    all  but   destined   to    pop  up   on    a   television  screen   in    the  background   of    a  scene   in   a   future   Quentin   Tarantino  picture,no,no,yes,yes,no,yes,yes,yes
1922,Negative,-1,-1,-1,"  A  free-for-all   of   half-baked  thoughts   ,   clumsily    used   visual     tricks  and  self-indulgent   actor  moments  .",yes,no,yes,yes,no,yes,yes,yes
1926,Positive,1,2,1,  Must-see  viewing   for  anyone    involved   in   the   high-tech  industry  .,yes,yes,yes,yes,yes,yes,yes,yes
1927,Negative,-1,-1,-1,"Others    may   find   it     migraine-inducing  ,   despite    Moore  's  attempts   at   whimsy   and   spoon  feeding  .",yes,no,yes,yes,no,yes,yes,yes
1929,Negative,-1,-1,-1,It     's  hard   not   to   feel   you    've  just    watched   a   feature-length   video  game   with   some    really  heavy   back  story  .,no,no,yes,yes,no,yes,yes,yes
1931,Negative,-1,-1,-1,"  This   limp  gender-bender-baller   from   a   first-time   director   and   rookie  screenwriter    steals   wholesale   from      that   1982  's  Tootsie  ,    forgetting  only   to   retain   a   single  laugh (2 .",yes,yes,yes,yes,yes,yes,yes,yes
1932,Negative,-1,-2,-1,"Kwan      makes   the    mix-and  -    match  metaphors  intriguing   ,   while     lulling  us   into  torpor   with   his   cultivated  allergy   to  action  .",yes,yes,yes,yes,yes,yes,yes,yes
1934,Negative,-1,-2,-1,  Any  movie   this  boring    should   be   required   to   have   ushers    in    the  theater   that    hand  you    a  cup   of  coffee   every   few  minutes  .,yes,yes,yes,yes,yes,yes,yes,yes
1936,Positive,1,1,1,I    loved   looking   at   this  movie  .,yes,yes,yes,no,yes,yes,yes,yes
1938,Neutral,0,0,1, Has   all      the  poignancy   of   a   Hallmark  card  and    all   the  comedy   of   a   Gallagher   stand-up  act  .,yes,yes,yes,yes,yes,yes,yes,yes
1942,Negative,-1,-1,1,"   It   feels   like    a   community   theater  production   of   a   great   Broadway  play  :    Even   at   its  best   ,   it    will  never    hold   a  candle   to   the  original  .",yes,no,yes,yes,no,yes,yes,yes
1945,Negative,-1,-2,1,"    It   's     the  kind   of  movie   you     ca  n't  quite   recommend   because   it   is     all  windup  and    not  much   of   a  pitch  ,  yet   you    ca  n't   bring   yourself to (0dislike (2 it  .",yes,yes,yes,yes,yes,yes,yes,yes
1947,Negative,-1,-2,1,"   A  graceless  ,     witless  attempt   at  mating    Some   Like  It   Hot   with   the   WWII   espionage  thriller  .",yes,yes,yes,yes,yes,yes,yes,yes
1948,Negative,-1,-2,-1,   The  story  and  characters     are  nowhere   near   gripping  enough  .,yes,yes,yes,yes,yes,yes,yes,yes
1949,Negative,-1,-2,1," Based   on   a   David   Leavitt  story   ,    the  film    shares     that   writer  's   usual  blend   of       observant  cleverness  ,   too-facile  coincidence  and    slightly  noxious  preciousness  .",yes,yes,yes,yes,yes,yes,yes,yes
1952,Negative,-1,-1,1,  National   Lampoon  's   Van  Wilder   could   be    the   worst  thing   to    come  out   of    National  Lampoon   since   Class  Reunion,yes,yes,yes,yes,yes,yes,yes,yes
1953,Negative,-1,-2,-1,"    This   is    a   great  subject   for   a  movie  ,  but   Hollywood   has     squandered   the  opportunity  ,     using  it   as      a  prop   for   warmed-over  melodrama  and    the  kind   of choreographed mayhem   that    director   John  Woo   has    built   his  career  on  .",yes,yes,yes,no,yes,yes,yes,yes
1954,Negative,-1,-1,1,  Ecks   this  one   off   your   must-see  list  .,yes,yes,yes,yes,yes,yes,yes,yes
1955,Negative,-1,-2,1,"Overall   ,    the  film     misses    the  brilliance   of    Jelinek  's  novel   by   some  way  .",yes,yes,yes,yes,yes,yes,yes,yes
1956,Negative,-1,-2,1,It    settles   for   being   merely  grim  .,yes,yes,yes,no,yes,yes,yes,yes
1958,Neutral,0,0,1,"It     's  not    thirsty   ,   consuming  passion   which   drives   this  movie  .",yes,yes,yes,yes,yes,yes,yes,yes
1960,Negative,-1,-2,1," Just   because   it   really   happened   to  you   ,   honey   ,     does  n't   mean   that   it   's   interesting   to   anyone  else  .",yes,yes,yes,yes,yes,yes,yes,yes
1962,Neutral,0,0,1, Every     so  often  a  movie     comes  along   that    confirms     one  's   worse  fears   about  civilization   as   we   know  it  .,yes,yes,yes,yes,yes,yes,yes,yes
1963,Neutral,0,0,0, The   New  Guy    is   one   of  them  .,yes,yes,yes,yes,yes,yes,yes,yes
1964,Negative,-1,-1,1,This     is  n't    a   ``   Friday   ''  worth   waiting  for  .,yes,yes,yes,yes,yes,yes,yes,yes
1966,Neutral,0,0,-1," If    this  movie   belonged   to   a  sorority   ,   it    would   be   called   Beta   Alpha  Delta  .",yes,yes,yes,no,yes,yes,yes,yes
1969,Negative,-1,-2,-1,"    Herzog    is  obviously    looking   for   a  moral   to   his  fable  ,  but     the  notion   that     a   strong   ,   unified  showing   among    Germany  and   Eastern   European  Jews   might have (2  changed   20th-Century  history   is   undermined   by    Ahola  's   inadequate  performance  .",yes,yes,yes,yes,yes,yes,yes,yes
1970,Negative,-1,-2,-1," All   in  all   ,   there    's    only   one  thing   to   root    for  :   expulsion   for  everyone  .",yes,yes,yes,yes,yes,yes,yes,yes
1971,Negative,-1,-2,1, Beyond    a  handful   of    mildly  amusing  lines   ...    there   just    is  n't   much   to   laugh  at  .,yes,yes,yes,yes,yes,yes,yes,yes
1974,Negative,-1,-2,-1,"   Myers   never   knows   when   to   let    a  gag  die  ;   thus   ,   we   're    subjected   to    one   mind-numbingly   lengthy  riff   on   poo   and   pee  jokes   after  another  .",yes,yes,yes,yes,yes,yes,yes,yes
1975,Negative,-1,-2,1, Too  lazy    to   take   advantage   of   its   semi-humorous  premise  .,yes,yes,yes,yes,yes,yes,yes,yes
1976,Negative,-1,-2,-1,"     A   great  ending    does  n't    make  up   for   a   weak  movie  ,  and    Crazy   as  Hell     does  n't  even   have   a   great  ending  .",yes,yes,yes,yes,yes,yes,yes,yes
1977,Negative,-1,-2,-1,"  Dialogue-heavy  and        too   cerebral   for   its   own  good  --  or   ,    at   any  rate  ,   too  cerebral   for   its   racy   subject  matter  .",yes,yes,yes,yes,yes,yes,yes,yes
1978,Negative,-1,-2,1,"  Its  over-reliance   on       genre  conventions  ,   character  types  and   formulaic   conflict  resolutions    crushes    all   the  goodwill   it   otherwise  develops  .",yes,yes,yes,yes,yes,yes,yes,yes
1980,Negative,-1,-2,1, A   mostly  tired    retread   of   several   other   mob  tales  .,yes,yes,yes,yes,yes,yes,yes,yes
1981,Negative,-1,-1,0,"    I   wish   I   could   say   ``    Thank   God  It    's  Friday  ''  ,  but     the  truth   of   the  matter   is   I    was  glad   when   it   was  over  .",yes,no,yes,yes,no,yes,yes,yes
1982,Negative,-1,-2,-1, Nothing   about  it   fits  .,yes,yes,yes,yes,yes,yes,yes,yes
1983,Negative,-1,-2,1," As   it   abruptly   crosscuts   among   the   five  friends   ,   it    fails   to    lend    the   characters  '   individual  stories    enough  dramatic   resonance   to   make   us   care   about  them .",yes,yes,yes,yes,yes,yes,yes,yes
1984,Negative,-1,-2,1,"Somehow   we    're   meant   to   buy   that    this   doting  mother   would         shun   her  kids  ,   travel   to   one   of    the    most  dangerous  parts   of   the  world  ,   don  fatigues (2 and   become   G.I.  Jane  .",yes,yes,yes,yes,yes,yes,yes,yes
1985,Negative,-1,-2,-1,     The  cast    is   so  low-wattage   that    none   of   the  characters    comes  off   as  big  ...  and    the  setting   remains  indistinct  .,yes,yes,yes,yes,yes,yes,yes,yes
1986,Negative,-1,-2,1, Consider    the   title  's   clunk-on-the-head   that   suggests    the   overtime  someone    put  in   to    come  up   with   an    irritatingly  unimaginative   retread  concept  .,yes,yes,yes,yes,yes,yes,yes,yes
1987,Negative,-1,-2,-1, The  movie   quickly    drags   on   becoming    boring  and  predictable  .,yes,yes,yes,yes,yes,yes,yes,yes
1991,Negative,-1,-2,1,"Ultimately   the   project   comes   across     as  clinical  ,      detached  ,  uninvolving  ,   possibly    prompting   audience  members   to      wonder  ,  `   What    's   the  point  ?  '",yes,yes,yes,yes,yes,yes,yes,yes
1992,Negative,-1,-2,1,"     The   two  leads    are  almost    good  enough   to   camouflage   the   dopey  plot  ,  but       so   much   naturalistic   small  talk  ,   delivered   in    almost  muffled  exchanges  ,   eventually has  (2 a   lulling  effect  .",yes,yes,yes,no,yes,yes,yes,yes
1993,Negative,-1,-2,-1," The  film        meant  well   in    its   horse  tale   about  freedom  ,  but    was  n't   able   to    reach   the  heart   because   it   was   too  overbearing  .",yes,yes,yes,no,yes,yes,yes,yes
1995,Negative,-1,-2,1," Once    the  audience    figure  out   what   's   being  said   ,     the   filmmaker  's   relative  passivity    will   make   it   tough   for   them   to   really  care  .",yes,yes,yes,no,yes,yes,yes,yes
