Sentiment,Sentiment Num,Multi,Text
Negative,-1,-2, The  movie    succumbs   to   being    nothing  more   than    a   formulaic  chase   in   the  dark  .
Negative,-1,-2," Plays    as   hollow  catharsis   ,     with   lots   of  tears  but    very  little   in    the  way   of  insights  ."
Negative,-1,-2,It    will    come   as   no  surprise   that    the  movie    is  n't  scary  .
Negative,-1,-1,"But   here      's   the   real  damn  :   It      is  n't  funny  ,  either  ."
Negative,-1,-2,Quick   :    who   wants   to   see    a  comedy   about   shoddy   airport  security  ?
Neutral,0,0," The  reason     I       found  myself  finally   unmoved   by     this  film  ,   which   is   immaculately  produced  and   has   serious   things   to  say  ,    is   that   it     comes  across  (2 rather (2 too plainly   as  allegory  ."
Negative,-1,-1," What   you   get   with   Empire   is   a  movie     you   've    seen   many  times  before  ,     repackaged   as   new  material   because   there   is    a  Latino   in   the  lead  ."
Negative,-1,-2,     Cho  's  fans   are   sure   to   be  entertained  ;   it     's  only   fair   in    the  interest   of   full  disclosure   to   say   that    --    on    the  basis   of    this  film (0.0833333333333333lone (2 --  I    'm  not   one   of  them  .
Negative,-1,-2,Looks    awfully   like     one   long   tourist  spot   for   a  Mississippi   that    may  never   have   existed   outside   of    a   scriptwriter  's  imagination  .
Negative,-1,-2,"  The  period   --    swinging   London   in    the  time   of     the  mods  and   the  rockers  --         gets   the  once-over   once  again   in   Gangster   No.  1  ,  but    falls   apartlong  before   the  end  ."
Negative,-1,-2, High  Crimes    miscasts   nearly   every   leading  character  .
Negative,-1,-2,"        The   overall  feel   of   the  film   is   pretty  cheesy  ,  but   there     's  still   a   real  sense   that    the   Star   Trek  tradition   has   been   honored   as   best   it  can ,  given     the   embarrassing  script  and   weak  direction  ."
Negative,-1,-1,"     De  Niro   looks  bored   ,    Murphy   recycles  Murphy  ,  and   you   mentally    add  Showtime   to     the  pile   of   Hollywood  dreck   that    represents  nothing   more   than    the  art  of the deal  ."
Negative,-1,-2,I     did  n't   believe   for    a  moment   in     these  villains  or   their  plot  .
Negative,-1,-2,  Another   rent  installment   for   the   Ian   Fleming  estate  .
Positive,1,1," With      Danilo   Donati  's   witty  designs  and    Dante   Spinotti  's   luscious  cinematography   ,   this    might   have   made      a   decent   children  's  movie  --   if    only  Benigni    had n't  insisted   on    casting  himself   in   the   title  role  ."
Negative,-1,-2, So    lazy  and  slipshod   it    confuses    the   mere  flashing   of    kinky   soft-core  imagery   with   naughty  fun  .
Neutral,0,0," Though   it   draws   several   decent  laughs   ,   it    's    low-cal  Woody   at  best  ."
Negative,-1,-2,  Has   little   on   its  mind   aside   from    scoring  points   with   drag  gags  .
Negative,-1,-2, Well-shot   but    badly  written  tale    set   in    a  future   ravaged   by  dragons  .
Negative,-1,-2,"Sadly   ,     Hewitt  's  forte    is    leaning  forward   while      wearing   low-cut  gowns  ,  not   making   snappy  comebacks  ."
Negative,-1,-1," If   Melville    is  creatively   a   great  whale   ,    this  film    is   canned  tuna  ."
Negative,-1,-2," This  film       is  so   slick   ,    superficial  and  trend-hoppy  ,   that   it   's   easy   to   imagine   that    a   new   software  program    spit  out   the  screenplay  ."
Negative,-1,-1,"Just     one   more  collection   of   penis   ,    breast  and  flatulence    gags   in   search   of   a  story  ."
Neutral,0,0,Or   a   profit  .
Negative,-1,-2,Or   some    damn  thing  .
Negative,-1,-1,"         The  acting   is  stiff  ,    the  story    lacks  all   trace   of  wit  ,    the  sets   look   like   they   were   borrowed   from    Gilligan  's  Island  --  and    the   CGI Scooby (2  might  well   be    the   worst   special-effects  creation   of   the  year  ."
Negative,-1,-1,"   Enough  trivializes   an   important  crisis  ,     reduces  it   to   an   almost   comic  embarrassment  ."
Negative,-1,-1," The  makers      have   forsaken    the   entertaining  elements   of   the      original  and   ,   instead  ,   rehash  old  jokes  and    leave   any  life   at   the  doorstep  ."
Positive,1,1,"I      like   Frank   the  Pug  ,  though  ."
Neutral,0,0," A   restrained  Ribisi      convinces   as   an  Italian  ,   though    if    ever   a  movie    needed   one   of    the   actor  's   whiny  jags   to    pump  it  up   ,   this   has   to be (2among  the   rare  ones  ."
Negative,-1,-2,"Gee   ,    a   second  assassin    shot  Kennedy  ?"
Negative,-1,-2,Moot   point  .
Negative,-1,-2, A  hysterical   yet     humorless  disquisition   on    the   thin  line   between     sucking  face  and   literally   sucking  face  .
Negative,-1,-1," Needless   to  say   ,     the  dramatics   that  follow    are   utter  hooey  ."
Neutral,0,0," The  problem    is   that    rather   than   dramatizing   this  premise   ,    Mr.  Desplechin   is   content   to   state  it  ."
Negative,-1,-1,Madonna   still     ca  n't   act   a  lick  .
Negative,-1,-2," Even   the   imaginative  gore     ca  n't   hide    the   musty  scent   of      Todd   Farmer  's  screenplay  ,   which     is    a   simple  retread   of   the   1979  Alien  ,   with    a  plucky (3 heroine    battling   a  monster  loose   in   a  spaceship  ."
Negative,-1,-2," If   you    pitch   your  expectations   at   an   all   time  low   ,   you    could    do  worse   than   this     oddly  cheerful   --     but  not   particularly  funny  --   body-switching  farce ."
Positive,1,1, The   episodic  film     makes   valid  points   about    the  depersonalization   of   modern  life  .
Negative,-1,-2,But    the  characters    tend   to   be   cliches    whose  lives    are  never   fully  explored  .
Positive,1,2,"Serry    does    a   fine  job   of     capturing    the  climate   of      the  times  and  ,   perhaps  unwittingly  ,    relating  it   to   what   is   happening   in   America   in  2002  ."
Negative,-1,-2,But    hard-to-believe   plot  twists     force   the  movie   off   track   in   its   final   half  hour  .
Negative,-1,-2,  Do  n't   let    your   festive  spirit   go   this  far  .
Negative,-1,-2,"    Though    the  book   runs    only   about  300  pages   ,   it   is   so   densely  packed  ...     that   even   an   ambitious   adaptation   and   elaborate  production   like   Mr.   Schepisi  's  (2 seems   skimpy  and  unclear  ."
Neutral,0,0,"Hey   ,      at  least   the  title   of   this  film    lets   you   know    exactly  where   it   's  heading  ."
Negative,-1,-2," Intended   to   be    a  comedy   about  relationships   ,    this   wretched  work     falls   flat   in  just   about   every   conceivable  area  ."
Neutral,0,0, Sensitive   though   not    quite  revelatory  documentary  .
Negative,-1,-2,"    Director   Brian  Levant  ,   who   never   strays   far   from   his   sitcom  roots  ,       skates  blithely   from    one   implausible  situation   to  another  ,    pausing  only   to     tie up  (2loose ends   with   more  bows   than   you   'll   find   on   a   French  poodle  ."
Negative,-1,-2,"...     perhaps   the   heaviest   ,    most  joyless  movie   ever   made   about  giant    dragons   taking   over   the  world  ."
Negative,-1,-2,"      Suggests  puns   about   ingredients   and    soup  and  somebody   being   off   their  noodle  ,  but    let  's   just   say    the  ingredients     do  n't  quite    add  up   to   a  meal ."
Negative,-1,-2,I    'd    give   real  money   to   see    the  perpetrators   of   Chicago    torn  apart   by  dingoes  .
Neutral,0,0," Movies   like  this    are   selling     the   old   European  candor  ,    the   old  wink   of   `   bold   '  revelation  ."
Neutral,0,0,"But    in  2002   ,    such  revelations   wilt  ."
Negative,-1,-2,  The  timing   in   nearly   every  scene    seems    a  half   beat  off  .
Positive,1,1,   A   fairly   by-the-books  blend   of    action  and  romance   with   sprinklings   of     intentional  and  unintentional  comedy  .
Negative,-1,-2, Flounders   due   to    the   general  sense   that    no   two  people   working   on   the  production    had    exactly   the   same  thing   in  mind  .
Neutral,0,0," Even   if   you   feel   like   you   've     seen   this  movie   a   thousand  times  before   ,   it     is   kind    of   enjoyable  thanks  mainly   to    Belushi  's   easy-going  likableness  ."
Negative,-1,-2, The  story     bogs  down   in    a  mess   of   purposeless  violence  .
Positive,1,1, Despite   some  gulps    the  film    is   a   fuzzy  huggy  .
Negative,-1,-2,McKay   deflates    his  piece   of     puffery   with   a   sour  cliche  and    heavy  doses   of  mean-spiritedness
Negative,-1,-1,"   A  recipe   for   cinematic  disaster   ...        part   Quentin  Tarantino  ,   part   Guy  Ritchie  ,  and   part   1960s   spy  spoof   ,   it     's  all  bad  ."
Neutral,0,0,  The   cumulative  effect   of    the   relentless  horror   on  parade    numbs     the   movie  's  power   as    a  work   of  drama  .
Negative,-1,-2,"  Another   big   ,   dumb   action  movie   in    the  vein   of  XXX   ,    The  Transporter    is   riddled   with    plot  holes     big  enough   for   its   titular  hero   to    drive   his  (3 sleek black BMW  through  ."
Neutral,0,0,Aaliyah   rarely    dampens    her   diva  persona   enough   to    spark   genuine  chemistry   with  Townsend  .
Negative,-1,-1," When   she  speaks   ,    her   creepy   Egyptian   demigod  voice    is   as   computer    processed  and   overproduced   as   it   was   in   her  music  ."
Negative,-1,-2,Outrageousness    is    all  Plympton   seemed   to   be   going   for   this  time  .
Negative,-1,-2,We    miss    the   quirky  amazement   that   used   to    come  along   for    an   integral  part   of   the  ride  .
Negative,-1,-1, Much   of   what   is   meant   to   be     `   inspirational  '  and   `   uplifting  '     is  simply   distasteful   to     audiences  not  already   sharing   -LRB-    the   movie  's   -RRB-  mindset .
Neutral,0,0," Well   before   it   's  over   ,    Beijing  Bicycle    begins   spinning   its  wheels  ."
Negative,-1,-2," Home  Alone    goes    Hollywood  ,    a   funny  premise   until    the  kids    start    pulling  off  stunts   not   even    Steven  Spielberg   would   know   how   to  do  ."
Neutral,0,0,"Besides   ,    real   movie  producers     are  n't   this  nice  ."
Neutral,0,0,"  -LRB-    Nelson  's   -RRB-  movie   about    morally  compromised  figures       leaves  viewers   feeling  compromised  ,   unable   to     find   their  way  out   of     the  fog  and   the  ashes  ."
Neutral,0,0,"       Passion  ,  lip-synching  ,  tragedy  ,  and   lots   of    really   really  high  notes  ."
Negative,-1,-1," For  me   ,        this  opera    is  n't   a  favorite  ,  so   it    's   a   long  time   before    the   fat  lady  sings  ."
Negative,-1,-1, Looks   like   a   high   school   film  project     completed   the  day   before   it   was  due  .
Negative,-1,-2,"   Truth   to  tell  ,   if   you   've    seen  more   than   half-a-dozen   horror  films   ,   there      's  nothing  here   you    have  n't   seen  before  ."
Negative,-1,-1, Abandons    all  pretense   of     creating   historical    context  and  waltzes  off   into    a   hectic  soap   about    the    ups  and  downs   of    the   heavy  breathing   between   the   two  artists .
Negative,-1,-1,  Even   die-hard  fans   of   Japanese  animation   ...    will    find   this  one   a  challenge  .
Negative,-1,-1,Filmmakers    have   to   dig   deep   to   sink   this  low  .
Negative,-1,-1," Fortunately   for   all  involved   ,    this  movie    is   likely   to    disappear   as  quickly   as    an   ice  cube   thrown   into    a  pot   of   boiling  water  ."
Negative,-1,-2, The  movie    gets    muted  and  routine  .
Negative,-1,-2,  The  issue   of  faith    is  not   explored   very  deeply
Negative,-1,-2, The    situations  and  jokes     are     as  predictable  and   as  lowbrow   as    the   endless  pratfalls    the  boys   take   in   their   high  heels  .
Negative,-1,-2,It      's   frustrating   to   see   these  guys   --    who    are  obviously   pretty  clever  --      waste   their  talent   on   parodies   of  things   they   probably   thought   were  funniest  when  they  were  high  .
Negative,-1,-2,I    was   perplexed   to   watch   it   unfold   with    an   astonishing  lack   of    passion  or  uniqueness  .
Negative,-1,-2,"    K-19    may  not    hold    a  lot   of  water   as   a   submarine  epic  ,  but   it   holds    even  less   when   it   turns   into   an   elegiacally   soggy   Saving   Private  Ryanovich (2 ."
Negative,-1,-2,   A       very  stylish  but  ultimately   extremely  silly  tale  ...    a   slick  piece   of   nonsense    but  nothing  more  .
Negative,-1,-1,Automatically     pegs  itself   for   the   straight-to-video   sci-fi   rental  shelf  .
Negative,-1,-1, The  film    is   like     a  series   of    beginnings  and  middles   that   never   take  off  .
Negative,-1,-2," Feels  less    like   it     's   about  teenagers  ,   than   it   was   written   by  teenagers  ."
Neutral,0,0, Ja    Rule  and  Kurupt    should   have   gotten   to  rap  .
Neutral,0,0,It    would   have   benefitted   the  dialogue  .
Neutral,0,0, A   standard   haunted   house  tale    transplanted   to   the   high  seas  .
Neutral,0,0,"  Elicits  more   groans   from    the  audience   than       Jar   Jar  Binks  ,   Scrappy  Doo  and   Scooby  Dumb   ,   all     wrapped  up   into  one  ."
Negative,-1,-1,"It     's  badly       acted  ,   blandly  directed  ,  and   could   have   been   scripted   by   someone   who   just   graduated   from   elementary  school  ."
Neutral,0,0," In   the  end   ,    White  Oleander     is  n't    an  adaptation   of   a  novel  ."
Neutral,0,0,"It    's   a   flashy   ,   star-splashed  reduction  ."
Neutral,0,0,"    This  film  ,   starring     Anthony  Hopkins  and   Chris  Rock  ,    is    your   typical   `   fish  out   of    water  '  story  ."
Negative,-1,-2,You    've    seen  them   a   million  times  .
Neutral,0,0,   Just   one  problem  :    Fish   out   of  water   usually  die  .
Neutral,0,0, This  one   does  .
Negative,-1,-1," The   angst-ridden   ,   affluent   slacker  characters    are   more   grating   than  engaging  ."
Negative,-1,-2,"   A   soggy   ,   shapeless  mess  ...    just   a   dumb  excuse   for    a   waterlogged  equivalent   of   a   haunted-house  movie  ."
Negative,-1,-2, Men   in   Black  II    has    sequel-itis  something  fierce  .
Negative,-1,-1," An    ungainly   ,   comedy-deficient   ,  B-movie   rush  job  ..."
Neutral,0,0,"  A  combination   of      standard  ,   stiff   TV-style  animation  and    snazzy-looking   digital  effects   that   do   little   to    disguise   the  fact   that    the  characters   barely  move  ."
Negative,-1,-2,"  An   unsatisfying  hybrid   of     Blair  Witch  and     typical   stalk-and-slash  fare  ,   where    the   most   conservative  protagonist    is  always   the   last   one  living  ."
Negative,-1,-2," Say   this   for   the  soundtrack   ,   it     drowns  out   the   lousy  dialogue  ."
Negative,-1,-2," After   seeing   SWEPT  AWAY   ,   I     feel  sorry   for  Madonna  ."
Negative,-1,-2," Instead   of    kicking  off    the   intrigue   and    suspense  and  mystery   of   the   whole  thing   ,     Hart  's  War   ,    like    the   St.   Louis  Rams   in   the   Super  Bowl   , (1  (2 waits   until  after    halftime   to  get  started  ."
Negative,-1,-1,"  A  gob   of   drivel     so   sickly  sweet   ,    even   the   eager  consumers   of    Moore  's  pasteurized  ditties    will     retch  it  up   like   rancid   crème  brûlée  ."
Negative,-1,-2,  Maudlin  and  melodramatic   we   expected  .
Negative,-1,-2, Boring  we    did  n't  .
Negative,-1,-2,"     Never  quite   transcends   jokester  status  ...  and    the  punchline    does  n't    live  up   to    Barry  's    dead-eyed   ,   perfectly  chilled  delivery  ."
Neutral,0,0,  The   film  's  bathos   often    overwhelms   what   could   have    been   a    more  multifaceted  look   at     this   interesting  time  and  place  .
Positive,1,1,"It   almost    plays    like  Solaris    ,  but   with    guns  and  jokes  ."
Negative,-1,-1,"     A  baffling  misfire  ,  and     possibly   the   weakest  movie   -LRB-    Woody  Allen  -RRB-   has   made   in   the   last   twenty  years  ."
Negative,-1,-2,It     wo  n't    be  long   before   you   'll   spy   I   Spy   at    a   video  store   near  you  .
Negative,-1,-1," This  film         looks   like   it   was   produced   in  1954  ,   shelved   for   48  years  ,  and   repackaged   for   a   2002  audience  ."
Negative,-1,-2, Propelled   not     by  characters  but   by  caricatures  .
Negative,-1,-1,There     is  not     an  ounce   of  honesty   in   the   entire  production  .
Negative,-1,-1," This    extremely  unfunny  film        clocks  in   at   80  minutes  ,  but   feels   twice   as  long  ."
Negative,-1,-2,"    Earnest  but  earthbound  ...    a    slow   ,   soggy   ,   soporific   ,   visually  dank   crime   melodrama\/character  study   that   would    be   more  at     home   on   the   small  screen  but for  its  stellar  cast  ."
Negative,-1,-2, The   pivotal   narrative  point    is   so   ripe    the  film      ca  n't  help  but   go    soft  and  stinky  .
Negative,-1,-2," For   all   its   alleged   youthful  fire   ,   XXX     is    no   less  subservient   to     Bond  's   tired  formula   of   guns   ,    girls  and  gadgets   while   brandishing   a   new   actionhero  ."
Negative,-1,-2,  A    predictable  and  stereotypical   little  B-movie  .
Negative,-1,-2,  If    I  Spy   were     funny   -LRB-   enough  -RRB-  or   exciting   -LRB-   enough  -RRB-   then   it   would   be   fairly   simple   to   forgive   the   financial  extortion   it    's   trying to (2 reap  from   the   moviegoing  public  .
Negative,-1,-2,"Frustratingly   ,   Dridi     tells  us   nothing   about    El  Gallo   other   than   what   emerges   through   his  music  ."
Negative,-1,-2,"    Places    a    slightly  believable   love  triangle   in   a   difficult-to-swallow  setting  ,  and   then   disappointingly    moves   the  story   into    the  realm   of   an   improbable  thriller  ."
Negative,-1,-2,A   very   average   science   fiction   film  .
Negative,-1,-1," Undone   by     its    overly    complicated  and  derivative  screenplay  ,     the   glacier-paced  direction  and   the   stereotypical  characters  ."
Neutral,0,0, How    anyone   over    the  age   of  2   can   stomach   the   touchy-feely  message    this  preachy    produce   promotes   is   beyond  us  .
Negative,-1,-1,  The  sort   of   movie   that  gives    tastelessness   a   bad  rap  .
Negative,-1,-1," The   cold   and   dreary  weather    is      a   perfect  metaphor   for    the  movie  itself  ,   which   contains      few  laughs  and  not   much  drama  ."
Negative,-1,-2,"  The  plot    is  straight   off   the  shelf   ,    the  performances    are    television  -     caliber  and    the  message   of    providing  solace   through  deception   is    a  little  creepy  ."
Negative,-1,-1,  ordinary  melodrama   that   is     heavy   on   religious  symbols  but  wafer-thin   on   dramatic  substance
Neutral,0,0, A   whimsical    if  predictable   time-travel  fable    marred   by   a   willful  single-mindedness  .
Negative,-1,-2, Those   who   managed   to    avoid    the   Deconstructionist  theorizing   of   French   philosopher   Jacques  Derrida   in  college     can  now    take   an   85-minute   brush-up  course   with   the   documentary  Derrida .
Neutral,0,0,"Or   ,   you    can    do   something  fun  tonight  ."
Negative,-1,-2,  Jolie  's  performance    vanishes   somewhere   between     her  hair  and   her  lips  .
Negative,-1,-1," As   with    too  many   studio  pics   ,    plot  mechanics    get   in    the  way   of   what   should   be   the   lighter-than-air  adventure  ."
Negative,-1,-2,"   Static  ,   repetitive   ,    muddy  and  blurry  ,    Hey  Arnold  !"
Negative,-1,-1, would   seem   to   have    a  lock   on    the  title   of    ugliest  movie   of   the  year  .
Neutral,0,0," For   all   of    the   contemporary   post-colonialist  consciousness   that   Kapur   tries   to   bring   to   The   Four  Feathers   ,     the   oddest  thing   about   the  movie    is   how   it   winds (2 up   affirming    the   same    damn  moldy  values    the  material    has  always   held  dear  ."
Negative,-1,-2," When   it   comes   to  entertainment   ,   children    deserve    better   than  Pokemon  4Ever  ."
Neutral,0,0, What    The   Four  Feathers  lacks    is      genuine    sweep  or  feeling  or  even    a   character  worth   caring  about  .
Negative,-1,-2," While    Benigni   -LRB-    who    stars  and  co-wrote  -RRB-   seems   to   be   having   a   wonderful  time   ,   he    might    be  alone   in  that  ."
Neutral,0,0,"   Yes   ,      4Ever   is   harmless   in   the  extreme  and   it   'll    mute   your  kids   for    nearly  80  minutes  ,  but     why  not  just      treat   the   little   yard  apes (2 (2 to the  (3 real  deal  and    take  them   to   Spirited  Away  ?"
Negative,-1,-2,"  Preposterous  and  tedious   ,   Sonny    is   spiked   with    unintentional  laughter   that   ,   unfortunately   ,   occurs   too   infrequently   to    make   the  film   even   a   guilty  pleasure  ."
Negative,-1,-1,    Calling   this   movie  brainless   would   be    paying  it   a  compliment  :   it   's   more   like   entertainment   for  trolls  .
Negative,-1,-2," None   of   these  characters      resembles   anyone   you    've  ever   met   in   real  life  ,   unless   you   happen   to   know    annoyingly   self-involved  people   who   speak   in    glib  sentences that  could   have   only   come   from    the  pen   of   a  screenwriter  ."
Negative,-1,-1,"...      just   a   big  mess   of      a  movie  ,   full   of    images  and  events  ,   but   no    tension  or  surprise  ."
Negative,-1,-1," As   elegantly   crafted   as   it   often  is   ,     Anderson  's  movie     is  essentially    a   one-trick  pony      that  ,   hampered   by   an   undeveloped  script  ,   ultimately    pulls  up lame ."
Negative,-1,-1,"    Splashes   its  drama   all   over   the  screen  ,    subjecting   its    audience  and  characters   to   action   that   feels        not  only  manufactured  ,  but  also   so   false   you   can  see  the  (2 filmmakers  '   puppet  strings  ."
Negative,-1,-1,...     has   virtually  no   script   at  all  ...
Negative,-1,-2,"Will   only    satisfy   those   who    ca  n't   tell    the  difference   between       the  good  ,   the  bad  and   the  ugly  ."
Neutral,0,0,"  This  kind   of   dark  comedy    requires   a   delicate   ,   surgical  touch  ."
Neutral,0,0,But   director   Danny    DeVito  and    screenwriter   Adam  Resnick   -LRB-     remember   Cabin  Boy  ?  -RRB-
Neutral,0,0,just    pound  away  .
Negative,-1,-2," At  times   ,   however   ,     Dogtown  and  Z-Boys     lapses   into    an   insider  's    lingo  and  mindset      that    the  uninitiated   may   find   hard   to  follow  ,  or   care  about (2 ."
Positive,1,1," Rather  quickly   ,    the  film    falls   into    a   soothing  formula   of   brotherly    conflict  and  reconciliation  ."
Negative,-1,-2, Screenwriters   Scott   Abbott   and   Michael  Petroni    have    turned    Rice  's   complex  Akasha   into   a   cartoon  monster  .
Negative,-1,-2,"      The  writers  ,   director   Wally  Wolodarsky  ,  and   all   the  actors    should   start     their   own   coeducational  fraternity  :   Kappa   Rho   Alpha  Phi  ."
Negative,-1,-1,   Bad   beyond  belief  and   ridiculous   beyond  description  .
Neutral,0,0,"     The   new  faces   are  interesting  ,  but    the   old  story    is  n't   ,    especially  when   it   starts   to    seem   more  improvised   than  scripted  ."
Negative,-1,-2, Most   of   the   action  setups    are  incoherent  .
Negative,-1,-2,"   Liman  ,   of    Swingers  and  Go  ,    makes    his   big-budget   action   film   debut  something   of      a  clunker   as   he   delivers   a   long   ,   low-heat  chase  ,   interrupted   by a  middling   car  chase  ."
Negative,-1,-2,...     surprisingly  inert   for    a  movie    in  which    the   main  character    travels    back  and  forth   between  epochs  .
Negative,-1,-2, The  problem     is  n't   that    the  movie      hits  so   close   to  home    so   much  as   that   it    hits   close   to  home   while   engaging   in      such  silliness   as   that   snake-down-the-throat business  and    the   inevitable  shot   of  Schwarzenegger   outrunning   a  fireball  .
Negative,-1,-2,"  Dreary  ,   highly  annoying   ...    `    Some  Body   '   will   appeal   to   No  One  ."
Neutral,0,0,"There       's   something   deeply   creepy   about  Never  Again  ,    a   new  arrow   in     Schaeffer  's  quiver   of  ineptitudes  ."
Negative,-1,-2,"  The  problem   with   concept  films    is   that    if    the  concept   is   a   poor  one   ,   there   's   no   saving   the  movie  ."
Negative,-1,-2," Sorry  ,  Charlie"
Negative,-1,-2, A    painfully  leaden  film    destined   for   pre-dawn   cable   television  slots  .
Negative,-1,-2,"     Blessed   with   immense   physical  prowess   he    may  well  be  ,  but   Ahola    is  simply   not   an  actor  ."
Negative,-1,-2,"And    in  truth   ,    cruel   as   it   may  sound   ,   he    makes    Arnold  Schwarzenegger   look   like   Spencer  Tracy  ."
Negative,-1,-1,  The  cartoon   that     is  n't  really    good  enough   to   be   on   afternoon  TV     is  now    a  movie   that     is  n't  really    good  enough   to   be   in  theaters  .
Negative,-1,-2,  Shocking  only   in  that   it    reveals     the   filmmaker  's   bottomless  pit   of  self-absorption  .
Negative,-1,-2,"      This  pep-talk   for   faith   ,    hope  and  charity   does   little   to  offend  ,  but    if    saccharine  earnestness   were   a  crime   ,     the   film  's  producers   would   be   in (2  (2 the  clink   for  life  ."
Negative,-1,-2,"    All     ends  well  ,   sort  of  ,  but    the   frenzied   comic  moments   never  click  ."
Negative,-1,-1," If   this   is    the   Danish  idea   of   a   good  time   ,    prospective  tourists    might   want   to   consider    a   different  destination   --      some   jolly  country   embroiled   in   a bloody  civil war  ,  perhaps  ."
Negative,-1,-1, Formula  51     is   so  trite    that  even     Yu  's   high-energy   action  stylings    ca  n't   break   through   the  stupor  .
Neutral,0,0,"  Only   a  few  minutes    elapse   before     the  daddy   of   all  slashers     arrives  ,  still   with     the   boiler   suit   and   white  mask  ,   which   look   remarkably   clean   for    aguy who  (2   has   been   mass-murdering   since  1978  but    has  never   been   seen   doing  laundry  ."
Negative,-1,-2," When     the   painted  backdrops   in   a  movie   are   more   alive   than   its  characters   ,   you    know   you   're   in  trouble  ."
Negative,-1,-2,"    -LRB-   Two  -RRB-   fairly  dull  --      contrasting   and   interlocking  stories   about    miserable  Scandinavian  settlers   in   18th-century   Canada   ,   and   yuppie  sailboaters   in   the    here  and now  ."
Negative,-1,-2, The  film      is  really  not    so   much  bad   as  bland  .
Negative,-1,-2, The   central  story    lacks  punch  .
Negative,-1,-2," Though   Ganesh   is   successful   in    a   midlevel  sort   of  way   ,   there      's  nothing     so    striking  or  fascinating  or   metaphorically   significant   about   his  career   as   to  rate two  hours   of   our  attention  ."
Negative,-1,-1,"This    may   be    the   dumbest   ,   sketchiest  movie   on   record   about    an   aspiring   writer  's  coming-of-age  ."
Negative,-1,-2," Succumbs   to    the   same  kind   of     maudlin   ,  sentimental  mysticism   that    mars   the  Touched   by    an   Angel  school   of   non-God   spiritual-uplift  movies  ."
Positive,1,1, A     harmless  and   mildly  amusing  family   comedy  .
Negative,-1,-2, What    was    subtle  and  mystifying   in   the  novella     is  now    broad  and  farcical  .
Negative,-1,-2, The  kids      often   appear   to   be   reading   the  lines  and   are   incapable   of   conveying   any  emotion  .
Positive,1,1," ``     Men   in   Black  II  ,  ''    has    all   the  earmarks   of   a  sequel  ."
Neutral,0,0,"     The  story   is   less  vibrant   ,    the  jokes   are    a  little  lukewarm  ,  but      will  anyone  really  care  ?"
Negative,-1,-2,     Sucking   all   the   `   classic  '  out   of    Robert   Louis   Stevenson  's   Treasure  Island  and    filling   the  void   with     sci-fi   video   game  graphics  and   Disney-fied   adolescent angst ...
Neutral,0,0,"     This   72-minute  film   does   have   some   exciting  scenes  ,  but   it   's    a  tad  slow  ."
Negative,-1,-2," While    Super  Troopers   is   above   Academy  standards   ,     its  quintet   of  writers     could  still   use   some   more  schooling  ."
Negative,-1,-2,"  A  mix   of      velocity  and  idiocy  ,   this   ruinous  remake    lacks     the  brawn     --  and   the  brains  --   of   the   1970s  original  ."
Negative,-1,-2,"     The   low-budget   Full  Frontal   was   one   of    the   year  's   murkiest   ,    intentionally    obscure  and  self-indulgent  pictures  ,  and   Solaris   is   its   big-budget  brother  ."
Negative,-1,-2,"     The  plot   is   very  clever  ,  but   Boyd     weighs  it  down   with     too  many    characters  and  events   ,    all    intertwined  and  far   too   complicated   to    keep  track  of ."
Neutral,0,0, The  film   seems    all  but   destined   to    pop  up   on    a   television  screen   in    the  background   of    a  scene   in   a   future   Quentin   Tarantino  picture
Negative,-1,-1,"  A  free-for-all   of   half-baked  thoughts   ,   clumsily    used   visual     tricks  and  self-indulgent   actor  moments  ."
Negative,-1,-1, Apallingly  absurd   ...      the   chemistry   or   lack  thereof   between    Newton  and  Wahlberg   could      turn   an   Imax  theater   into   a  9  ''    black  and   white   portable  TV  .
Negative,-1,-2, A      well  acted  and   well  intentioned  snoozer  .
Negative,-1,-1,"  The   smug   ,   oily  demeanor   that   Donovan   adopts   throughout   the    stupidly  named   Pipe  Dream    is   just  repulsive  ."
Positive,1,2,  Must-see  viewing   for  anyone    involved   in   the   high-tech  industry  .
Negative,-1,-1,"Others    may   find   it     migraine-inducing  ,   despite    Moore  's  attempts   at   whimsy   and   spoon  feeding  ."
Neutral,0,0," Despite     its   good  nature  and   some    genuinely  funny  moments   ,    Super  Troopers    suffers   from    a   bad  case   of   arrested  development  ."
Negative,-1,-1,It     's  hard   not   to   feel   you    've  just    watched   a   feature-length   video  game   with   some    really  heavy   back  story  .
Negative,-1,-1,I     watched    the   brainless  insanity   of   No   Such  Thing   with   mounting  disbelief  .
Negative,-1,-1,"  This   limp  gender-bender-baller   from   a   first-time   director   and   rookie  screenwriter    steals   wholesale   from      that   1982  's  Tootsie  ,    forgetting  only   to   retain   a   single  laugh (2 ."
Negative,-1,-2,"Kwan      makes   the    mix-and  -    match  metaphors  intriguing   ,   while     lulling  us   into  torpor   with   his   cultivated  allergy   to  action  ."
Neutral,0,0," While   obviously    an   extremely  personal  work   ,   it    remains   inextricably   stuck   in   an    emotionally  unavailable  rut  ."
Negative,-1,-2,  Any  movie   this  boring    should   be   required   to   have   ushers    in    the  theater   that    hand  you    a  cup   of  coffee   every   few  minutes  .
Negative,-1,-2," Like    a   marathon  runner   trying   to   finish   a  race   ,   you      need    a   constant  influx   of  liquid  just   to   get   through  it  ."
