,Sentiment,Sentiment Num,Multi,Text,Text-original,Text_with_fullstop,Polarities Found,Polarity Count,Sarcasm?,Adversative Polarity,Adversative Present?,Polarity Count-after Adversative,Emoji Score,Polarity Count-multi
1503,Neutral,0,0,"oh , it is extreme , allright .","Oh   ,   it      's  extreme  ,   all  right  .","oh , it is extreme , allright .","[0, 0, 0, 0, 0, 0, 1, 0]",1,0,1,0,1,0,2
1504,Negative,-1,-1,extremely dumb ., Extremely  dumb  .,extremely dumb .,"[0, -1, 0]",-1,0,-1,0,-1,0,-2
1505,Negative,-1,-2,extremely confusing ., Extremely  confusing  .,extremely confusing .,"[0, (-1, -7), 0]",-1,0,-1,0,-1,0,-2
1506,Negative,-1,-1,extremely boring ., Extremely  boring  .,extremely boring .,"[0, (-1, -7), 0]",-1,0,-1,0,-1,0,-2
1507,Negative,-1,-1,"we never really feel involved with the story , as all of its ideas remain just that  abstract ideas .","We   never   really      feel   involved   with   the  story  ,   as    all   of   its  ideas   remain   just    that  :   abstract  ideas  .","we never really feel involved with the story , as all of its ideas remain just that  abstract ideas .","[0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0
1508,Negative,-1,-2,"for a shoot - em - up , ballistic is oddly lifeless ."," For     a  shoot   -   'em  -  up   ,   Ballistic    is   oddly  lifeless  .","for a shoot - em - up , ballistic is oddly lifeless .","[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0]",-1,0,-1,0,-1,0,-1
1509,Negative,-1,-2,"one minute , you think you are watching a serious actioner ; the next , it is as though clips from the pink panther strikes again and\/or sailormoon have been spliced in .","  One  minute   ,   you   think   you   're   watching     a   serious  actioner  ;   the  next   ,   it    's   as   though    clips   from   The   Pink  Panther   Strikes    Again   and\/or   SailorMoon  have  been   spliced  in  .","one minute , you think you are watching a serious actioner ; the next , it is as though clips from the pink panther strikes again and\/or sailormoon have been spliced in .","[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-1,0,-1,0,-1,0,-1
1510,Negative,-1,-2,what happened with pluto nash ?,What    happened   with   Pluto  Nash  ?,what happened with pluto nash ?,"[0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0
1511,Negative,-1,-1,how did it ever get made ?,How      did  it  ever   get  made  ?,how did it ever get made ?,"[0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0
1512,Neutral,0,0,we may never think of band camp as a geeky or nerdy thing again .,We     may  never    think   of    band  camp   as   a     geeky  or  nerdy  thing  again  .,we may never think of band camp as a geeky or nerdy thing again .,"[0, 0, 11, 0, 0, 0, 0, 0, 0, 1, 0, -1, 0, 0, 0]",-1,-1,-1,0,-1,0,-1
1513,Negative,-1,-2,"opens as promising as any war\/adventure film you will ever see and dissolves into a routine courtroom drama , better suited for a movie titled `` glory  0 .0833333333333333 soldier is story . ","  Opens  as   promising   as   any   war\/adventure  film   you        'll  ever  see  and   dissolves   into     a   routine   courtroom  drama  ,     better   suited   for    a  movie   titled   ``  Glory : (0.0833333333333333  Soldier  's  Story  .  ''","opens as promising as any war\/adventure film you will ever see and dissolves into a routine courtroom drama , better suited for a movie titled `` glory  0 .0833333333333333 soldier is story . ","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1,0,1,0,1,0,2
1514,Negative,-1,-2,"the result is solemn and horrifying , yet strangely detached ."," The  result    is       solemn  and  horrifying  ,  yet   strangely  detached  .","the result is solemn and horrifying , yet strangely detached .","[0, 0, 0, -1, 0, (-1, -7), 0, 8, -1, 0, 0]",-1,0,-1,1,-1,0,-1
1515,Negative,-1,-2,"these spiders can outrun a motorcycle and wrap a person in a sticky cocoon in seconds , but they fall short of being interesting or entertaining .","     These  spiders   can     outrun   a  motorcycle  and    wrap   a  person   in    a   sticky  cocoon   in  seconds  ,  but   they   fall   short   of   being    interesting  or  entertaining  .","these spiders can outrun a motorcycle and wrap a person in a sticky cocoon in seconds , but they fall short of being interesting or entertaining .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 8, 0, -1, 0, 0, 0, 1, 0, 1, 0]",-1,-1,1,1,1,0,1
1516,Negative,-1,-2,a long slog for anyone but the most committed pokemon fan .,   A   long  slog   for  anyone   but   the    most  committed   Pokemon  fan  .,a long slog for anyone but the most committed pokemon fan .,"[0, -1, -1, 0, 0, 8, 0, 0, 0, 0, 0, 0]",-1,0,0,1,0,0,0
1517,Negative,-1,-1,"matthew mcconaughey tries , and fails , to control the screen with swaggering machismo and over-the-top lunacy ."," Matthew  McConaughey        tries  ,  and  fails  ,   to    control   the  screen   with    swaggering    machismo  and  over-the-top  lunacy  .","matthew mcconaughey tries , and fails , to control the screen with swaggering machismo and over-the-top lunacy .","[0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-1,0,-1,0,-1,0,-1
1518,Negative,-1,-1,"how on earth , or anywhere else , did director ron underwood manage to blow 100 million on this ?"," How   on  earth      ,  or   anywhere  else  ,     did   director   Ron  Underwood   manage   to   blow     $  100  million   on  this  ?","how on earth , or anywhere else , did director ron underwood manage to blow 100 million on this ?","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0]",-1,0,-1,0,-1,0,-1
1519,Negative,-1,-2,"everyone connected to this movie seems to be part of an insider clique , which tends to breed formulaic films rather than fresh ones ."," Everyone   connected   to   this  movie    seems   to   be   part   of     an   insider  clique  ,   which   tends   to   breed     formulaic  films   rather  than   fresh  ones  .","everyone connected to this movie seems to be part of an insider clique , which tends to breed formulaic films rather than fresh ones .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",-1,-1,-1,0,-1,0,-1
1520,Negative,-1,-2,"with a story inspired by the tumultuous surroundings of los angeles , where feelings of marginalization loom for every dreamer with a burst bubble , 2 the dogwalker has a few characters and ideas , but it never manages to put them on the same path ."," With    a  story   inspired   by    the   tumultuous  surroundings   of   Los  Angeles   ,        where    feelings   of  marginalization   loom   for    every  dreamer   with   a   burst  bubble   ,   (2 The Dogwalker  has   a   few    characters  and  ideas  ,  but   it   never   manages   to    put  them   on   the   same  path  .","with a story inspired by the tumultuous surroundings of los angeles , where feelings of marginalization loom for every dreamer with a burst bubble , 2 the dogwalker has a few characters and ideas , but it never manages to put them on the same path .","[0, 0, 0, 1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-1,-1,0,1,0,0,0
1521,Negative,-1,-2,"its lackof quality earns it a place alongside those other two recent dumas botch-jobs , the man in the iron mask and the musketeer .","  Its  lack   of  quality       earns  it    a  place   alongside   those   other   two   recent   Dumas  botch-jobs  ,    The  Man   in   the   Iron   Mask   and   The  Musketeer  .","its lackof quality earns it a place alongside those other two recent dumas botch-jobs , the man in the iron mask and the musketeer .","[0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-1,0,-1,0,-1,0,-1
1522,Negative,-1,-2,a benign but forgettable sci-fi diversion ., A     benign  but  forgettable  sci-fi   diversion  .,a benign but forgettable sci-fi diversion .,"[0, 1, 8, 0, 0, 0, 0]",1,0,0,1,0,0,0
1523,Negative,-1,-1,the plot grinds on with yawn-provoking dullness ., The  plot     grinds  on   with   yawn-provoking  dullness  .,the plot grinds on with yawn-provoking dullness .,"[0, -1, 0, 0, 0, 0, -1, 0]",-1,0,-1,0,-1,0,-1
1524,Negative,-1,-1,it is never a good sign when a film is star spends the entirety of the film in a coma .,It     's  never    a   good  sign   when     a   film  's  star   spends    the  entirety   of    the  film   in   a  coma  .,it is never a good sign when a film is star spends the entirety of the film in a coma .,"[0, 0, 11, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-1,-1,1,0,-1,0,-1
1525,Neutral,0,0,it is a worse sign when you begin to envy her condition .,It    's    a   worse  sign   when   you   begin   to   envy   her  condition  .,it is a worse sign when you begin to envy her condition .,"[0, 0, 0, -1, 0, 0, 0, 0, 0, -1, 0, 0, 0]",-1,0,-1,0,-1,0,-2
1526,Negative,-1,-1,"it does not help that the director and cinematographer stephen kazmierski shoot on grungy video , giving the whole thing a dirty , tasteless feel .","It     does  n't   help   that      the  director  and   cinematographer   Stephen  Kazmierski     shoot   on   grungy  video  ,    giving   the   whole  thing   a    dirty   ,  tasteless  feel  .","it does not help that the director and cinematographer stephen kazmierski shoot on grungy video , giving the whole thing a dirty , tasteless feel .","[0, 0, 11, 1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0]",-1,-1,-1,0,-1,0,-1
1527,Negative,-1,-1,desperately unfunny when it tries to makes us laugh and desperately unsuspenseful when it tries to make us jump out of our seats .,Desperately      unfunny   when   it   tries   to   makes   us  laugh  and   desperately   unsuspenseful   when   it   tries   to   make   us    jump  out   of   our  seats  .,desperately unfunny when it tries to makes us laugh and desperately unsuspenseful when it tries to make us jump out of our seats .,"[(-1, -7), -1, 0, 0, 0, 0, 0, 0, (1, -7), 0, (-1, -7), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-1,0,-1,0,-1,0,-1
1528,Negative,-1,-2,this film is relationship to actual tension is the same as what christmas-tree flocking in a spray can is to actual snow  a poor -- if durable -- imitation .,   This   film  's  relationship   to   actual  tension    is    the  same   as   what     Christmas-tree  flocking   in   a   spray  can   is   to     actual  snow  :   a    poor   --    if  durable -- imitation  .,this film is relationship to actual tension is the same as what christmas-tree flocking in a spray can is to actual snow  a poor -- if durable -- imitation .,"[0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 1, 0, 0, 0]",-1,-1,-1,0,-1,0,-1
1529,Negative,-1,-1,john mctiernan is botched remake may be subtler than norman jewison is 1975 ultraviolent futuristic corporate-sports saga .,  John   McTiernan  's   botched  remake    may   be    subtler   than    Norman   Jewison  's   1975   ultraviolent   futuristic  corporate-sports  saga  .,john mctiernan is botched remake may be subtler than norman jewison is 1975 ultraviolent futuristic corporate-sports saga .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1,0,1,0,1,0,1
1530,Negative,-1,-2,it is also stupider .,It     's  also  stupider  .,it is also stupider .,"[0, 0, 0, -1, 0]",-1,0,-1,0,-1,0,-1
1531,Negative,-1,-2,director dirk shafer and co-writer greg hinton ride the dubious divide where gay porn reaches for serious drama .,   Director   Dirk  Shafer  and   co-writer   Greg  Hinton     ride   the   dubious  divide   where    gay  porn   reaches   for   serious  drama  .,director dirk shafer and co-writer greg hinton ride the dubious divide where gay porn reaches for serious drama .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, -1, 1, 0]",-1,-1,-1,0,-1,0,-1
1532,Negative,-1,-2,borrows from so many literary and cinematic sources that this future world feels absolutely deja vu ., Borrows   from     so  many   literary   and   cinematic  sources   that    this   future  world   feels   absolutely   deja  vu  .,borrows from so many literary and cinematic sources that this future world feels absolutely deja vu .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0
1533,Negative,-1,-1,"as -lrb- the characters -rrb- get more depressed , the story gets more tiresome , especially as it continues to mount a conspicuous effort to be profound 2 ."," As   -LRB-    the  characters   -RRB-   get   more  depressed   ,    the  story      gets   more  tiresome  ,   especially   as   it   continues   to    mount   a   conspicuous  effort   to   be  profound (2 .","as -lrb- the characters -rrb- get more depressed , the story gets more tiresome , especially as it continues to mount a conspicuous effort to be profound 2 .","[0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, (-1, -7), 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 1, 0, 0]",-1,-1,-1,0,-1,0,-2
1534,Negative,-1,-2,"the acting by the over-25s lacks spark , with csokas particularly unconnected .","  The  acting   by   the  over-25s    lacks     spark  ,   with  Csokas   particularly  unconnected  .","the acting by the over-25s lacks spark , with csokas particularly unconnected .","[0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0]",-1,0,-1,0,-1,0,-2
1535,Negative,-1,-2,"though howard demonstrates a great eye as a director , this southern gothic drama is sadly a tough sit , with an undeveloped narrative and enough flashbacks and heavy-handed metaphors to choke a horse -- or at-least slow him down to a canter ."," Though   Howard    demonstrates   a   great  eye   as   a  director   ,    this   Southern   Gothic  drama       is  sadly   a   tough  sit  ,   with       an   undeveloped  narrative  and   enough  flashbacks and  heavy-handed   metaphors   to      choke   a  horse  --  or    at  least    slow  him   down   to   a  canter  .","though howard demonstrates a great eye as a director , this southern gothic drama is sadly a tough sit , with an undeveloped narrative and enough flashbacks and heavy-handed metaphors to choke a horse -- or at-least slow him down to a canter .","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 1, -1, 0, -1, 0, 0, 0, 0]",-1,-1,-1,0,-1,0,-2
1536,Negative,-1,-2,falters when it takes itself too seriously and when it depends too heavily on its otherwise talented cast to clown in situations that are not funny .,   Falters     when   it    takes  itself   too  seriously  and   when   it    depends   too  heavily   on   its    otherwise  talented  cast   to  clown   in   situations   that    are  n't  funny  .,falters when it takes itself too seriously and when it depends too heavily on its otherwise talented cast to clown in situations that are not funny .,"[-1, 0, 0, 0, 0, 2, 0, -1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 11, 1, 0]",-1,-1,-1,0,-1,0,-2
1537,Negative,-1,-2,"the fight scenes are fun , but it grows tedious .","     The   fight  scenes   are  fun  ,  but   it   grows  tedious  .","the fight scenes are fun , but it grows tedious .","[0, -1, 0, 0, 1, 0, 8, 0, 0, -1, 0]",-1,-1,-1,1,-1,0,-1
1538,Negative,-1,-2,anyone who can count to five -lrb- the film is target market ? -rrb-,Anyone   who   can    count   to  five   -LRB-      the  film   's   target  market  ?  -RRB-,anyone who can count to five -lrb- the film is target market ? -rrb-,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-1,0,0,0,-1,0,-2
1539,Negative,-1,-2,can see where this dumbed-down concoction is going ., can   see   where    this   dumbed-down  concoction   is  going  .,can see where this dumbed-down concoction is going .,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0
1540,Negative,-1,-2,all this turns out to be neither funny nor provocative - only dull ., All  this     turns  out   to   be   neither      funny  nor  provocative  -   only  dull  .,all this turns out to be neither funny nor provocative - only dull .,"[0, 0, 0, 0, 0, 0, 11, 1, 11, -1, 0, 0, -1, 0]",-1,-1,1,0,-1,0,-1
1541,Negative,-1,-2,demme is loose approach kills the suspense .,  Demme  's   loose  approach    kills   the  suspense  .,demme is loose approach kills the suspense .,"[0, 0, -1, 0, -1, 0, -1, 0]",-1,0,-1,0,-1,0,-1
1542,Negative,-1,-1,this idea has lost its originality . . . and neither star appears very excited at rehashing what was basically a one-joke picture .,     This  idea   has   lost   its  originality  ...  and    neither  star   appears   very   excited   at   rehashing   what    was  basically   a   one-joke  picture  .,this idea has lost its originality . . . and neither star appears very excited at rehashing what was basically a one-joke picture .,"[0, 0, 0, -1, 0, 1, 0, 0, 0, 0, 11, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-1,-1,-1,0,-1,0,-2
1543,Negative,-1,-2,-lrb- plays -rrb- in broad outline as pandering middle-age buddy-comedy .,   -LRB-   Plays  -RRB-   in   broad  outline   as    pandering  middle-age  buddy-comedy  .,-lrb- plays -rrb- in broad outline as pandering middle-age buddy-comedy .,"[0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0]",-1,0,-1,0,-1,0,-1
1544,Negative,-1,-2,"the film is itself a sort of cinematic high crime , one that brings military courtroom dramas down very , very low ."," The  film     is  itself     a  sort   of      cinematic   high  crime  ,   one   that    brings   military   courtroom  dramas   down  very  ,   very  low  .","the film is itself a sort of cinematic high crime , one that brings military courtroom dramas down very , very low .","[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0]",-1,0,-1,0,-1,0,-2
1545,Negative,-1,-1,nothing more than a mediocre trifle ., Nothing   more   than   a   mediocre  trifle  .,nothing more than a mediocre trifle .,"[0, 0, 0, 0, -1, 0, 0]",-1,0,-1,0,-1,0,-2
1546,Negative,-1,-1,"a turgid little history lesson , humourless and dull .","   A   turgid   little   history  lesson  ,    humourless  and  dull  .","a turgid little history lesson , humourless and dull .","[0, 0, 0, 0, 0, 0, -1, 0, -1, 0]",-1,0,-1,0,-1,0,-1
1547,Negative,-1,-1,"too silly to be frightening , too stolid to be funny , it projects the same lazy affability as its nominal star , david arquette .","  Too  silly   to   be   frightening   ,   too   stolid   to   be  funny   ,   it     projects   the   same   lazy  affability   as     its   nominal  star  ,   David  Arquette  .","too silly to be frightening , too stolid to be funny , it projects the same lazy affability as its nominal star , david arquette .","[2, 0, -1, 0, 0, -1, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, -1, 1, 0, 0, 0, 1, 0, 0, 0, 0]",-1,-1,-1,0,-1,0,-2
1548,Negative,-1,-2,"if kaufman kept cameron diaz a prisoner in a cage with her ape , in his latest , he had have them mate ."," If   Kaufman     kept    Cameron  Diaz    a  prisoner   in    a  cage   with   her  ape  ,   in   his  latest   ,   he    'd   have   them  mate  .","if kaufman kept cameron diaz a prisoner in a cage with her ape , in his latest , he had have them mate .","[0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-1,0,-1,0,-1,0,-1
1549,Negative,-1,-1,"trivial where it slightly negative profound , and hyper-cliched where it slightly negative sincere ."," Trivial   where   it   should    be     profound  ,  and  hyper-cliched   where   it   should   be  sincere  .","trivial where it slightly negative profound , and hyper-cliched where it slightly negative sincere .","[-1, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, -1, 1, 0]",-1,-1,-1,0,-1,0,-1
1550,Negative,-1,-1,it slightly negative hard to think of a recent movie that has worked this hardtoachieve this little fun .,It    would   be   hard   to   think   of    a   recent  movie   that   has   worked   this   hard   to   achieve   this   little  fun  .,it slightly negative hard to think of a recent movie that has worked this hardtoachieve this little fun .,"[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 1, 0]",-1,-1,-1,0,-1,0,-1
1551,Negative,-1,-2,"theology aside , why put someone who ultimately does not learn at the center of a kids  story ?"," Theology  aside   ,    why   put   someone   who   ultimately    does  n't   learn   at    the  center   of    a   kids  '  story  ?","theology aside , why put someone who ultimately does not learn at the center of a kids  story ?","[0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-1,0,0,0,-1,0,-2
1552,Negative,-1,-2,"all that -lrb- powerpuff girls -rrb- charm is present in the movie , but it is spread too-thin .","     All    that   -LRB-    Powerpuff  Girls  -RRB-  charm   is   present   in   the  movie  ,  but   it   's   spread   too  thin  .","all that -lrb- powerpuff girls -rrb- charm is present in the movie , but it is spread too-thin .","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, -1, 0]",-1,-1,-1,1,-1,0,-1
1553,Neutral,0,0,sometimes smart but more often sophomoric ., Sometimes    smart  but   more   often  sophomoric  .,sometimes smart but more often sophomoric .,"[0, 1, 8, 0, 0, -1, 0]",-1,-1,-1,1,-1,0,-2
1554,Negative,-1,-2,the ill-conceived modern-day ending falls flat where it should deliver a moral punch ., The   ill-conceived   modern-day  ending     falls  flat   where   it   should   deliver   a   moral  punch  .,the ill-conceived modern-day ending falls flat where it should deliver a moral punch .,"[0, -1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, -1, 0]",-1,0,-1,0,-1,0,-1
1555,Negative,-1,-2,"collateral damage is , despite its alleged provocation post-9 \/ 11 , an antique , in the end ."," Collateral  Damage      is  ,   despite   its   alleged  provocation   post-9   \/      11  ,   an  antique  ,   in   the  end  .","collateral damage is , despite its alleged provocation post-9 \/ 11 , an antique , in the end .","[0, -1, 0, 0, -8, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-1,0,-1,1,-1,0,-1
1556,Negative,-1,-2,"as are its star , its attitude and its obliviousness .","As    are     its  star  ,     its  attitude  and   its  obliviousness  .","as are its star , its attitude and its obliviousness .","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1,0,1,0,1,0,1
1557,Negative,-1,-2,dawdles and drags when it should pop ; it does not even have the virtue of enough mindless violence to break-up the tedium of all its generational bonding .,     Dawdles  and  drags   when   it   should  pop  ;   it     does  n't  even   have     the  virtue   of    enough  mindless  violence   to    break  up    the  tedium   of   all   its   generational bonding .,dawdles and drags when it should pop ; it does not even have the virtue of enough mindless violence to break-up the tedium of all its generational bonding .,"[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 1, 0, 1, -1, -1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0]",-1,-1,-1,0,-1,0,-1
1558,Negative,-1,-2,its save-the-planet message clashes with its crass marketing .,  Its   save-the-planet   message  clashes   with   its   crass  marketing  .,its save-the-planet message clashes with its crass marketing .,"[0, 0, 0, 0, 0, 0, -1, 0, 0]",-1,0,-1,0,-1,0,-1
1559,Negative,-1,-2,a great idea becomes a not-great movie ., A   great  idea    becomes   a   not-great  movie  .,a great idea becomes a not-great movie .,"[0, 1, 0, 0, 0, 0, 0, 0]",1,0,1,0,1,0,2
1560,Negative,-1,-1, . . . watching this film nearly provoked me to take my own life .,...     watching   this  film   nearly   provoked   me   to   take   my   own  life  ., . . . watching this film nearly provoked me to take my own life .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0
1561,Positive,1,1,and if the hours wins ` best picture  i just might .,And    if    The  Hours   wins   `    Best  Picture  '   I   just   might  .,and if the hours wins ` best picture  i just might .,"[0, 0, 0, 0, 1, 0, (1, -7), 0, 0, 0, 0, 0]",1,0,1,0,1,0,2
1562,Negative,-1,-2,"by the end , i was looking for something hard with which to bludgeon myself unconscious ."," By   the  end   ,   I    was    looking   for  something   hard   with   which   to   bludgeon   myself  unconscious  .","by the end , i was looking for something hard with which to bludgeon myself unconscious .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0
1563,Negative,-1,-2,"not a movie but a live-action agitprop cartoon so shameless and coarse , it is almost funny .","   Not   a  movie   but   a   live-action   agitprop  cartoon   so    shameless  and  coarse   ,   it    's   almost  funny  .","not a movie but a live-action agitprop cartoon so shameless and coarse , it is almost funny .","[11, 0, 0, 8, 0, 0, 0, 0, 0, -1, 0, -1, 0, 0, 0, 0, 1, 0]",-1,-1,-1,1,-1,0,-2
1564,Negative,-1,-2,feels like six different movies fighting each other for attention .,Feels    like    six   different  movies    fighting   each  other   for  attention  .,feels like six different movies fighting each other for attention .,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,1,0,1,0,1
1565,Negative,-1,-2,life is a crock -- or something like it .,Life    is      a  crock  --  or   something   like  it  .,life is a crock -- or something like it .,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,0,1,0,1,0,1
1566,Negative,-1,-1,made by jackasses for jackasses ., Made   by   jackasses   for  jackasses  .,made by jackasses for jackasses .,"[0, 0, -1, 0, -1, 0]",-1,0,-1,0,-1,0,-1
1567,Negative,-1,-2,"despite a powerful portrayal by binoche , it is a period romance that suffers from an overly deliberate pace and uneven narrative momentum ."," Despite    a   powerful  portrayal   by  Binoche   ,   it    's    a   period  romance   that   suffers   from     an    overly  deliberate  pace  and   uneven   narrative  momentum  .","despite a powerful portrayal by binoche , it is a period romance that suffers from an overly deliberate pace and uneven narrative momentum .","[-8, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1, 0, 0, 0, 0, 0, 0, -1, 0, 1, 0]",-1,-1,0,1,0,0,0
1568,Negative,-1,-2,the picture is a primer on what happens when lackof know-how mixes with lackof give-a-damn ., The  picture    is    a  primer   on   what   happens   when    lack   of  know-how   mixes   with   lack   of  give-a-damn  .,the picture is a primer on what happens when lackof know-how mixes with lackof give-a-damn .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, -1, 0, 0]",-1,0,-1,0,-1,0,-1
1569,Negative,-1,-1,"bartleby is a one-joke movie , and a bad joke at that .","Bartleby    is      a   one-joke  movie  ,  and    a   bad  joke   at  that  .","bartleby is a one-joke movie , and a bad joke at that .","[0, 0, 0, 0, 0, 0, 0, 0, -1, 1, 0, 0, 0]",-1,-1,-1,0,-1,0,-1
1570,Negative,-1,-2,"given that both movies expect us to root for convicted violent felons over those assigned to protect us from same , we need every bit of sympathy 2 2 the cons can muster ; this time , there is not much ."," Given   that    both  movies   expect   us   to   root   for    convicted   violent  felons   over   those   assigned   to    protect  us   from  same   ,   we    need       every  bit   of  sympathy (2  (2 the  cons   can  muster  ;    this  time   ,   there    is  n't  much  .","given that both movies expect us to root for convicted violent felons over those assigned to protect us from same , we need every bit of sympathy 2 2 the cons can muster ; this time , there is not much .","[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0]",-1,-1,-1,0,-1,0,-1
1571,Negative,-1,-2,a bravura exercise in emptiness ., A  bravura    exercise   in  emptiness  .,a bravura exercise in emptiness .,"[0, 0, 0, 0, -1, 0]",-1,0,-1,0,-1,0,-1
1572,Negative,-1,-1,"philip k . dick must be turning in his grave , along with my stomach ."," Philip   K.  Dick    must   be   turning   in     his  grave  ,   along   with   my  stomach  .","philip k . dick must be turning in his grave , along with my stomach .","[0, 0, 0, -1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0]",-1,0,-1,0,-1,0,-1
1573,Negative,-1,-2,despite the premise of a good story . . . it wastes all its star power on cliched or meaningless roles ., Despite    the  premise   of   a   good  story   ...   it    wastes   all    its   star  power   on     cliched  or  meaningless  roles  .,despite the premise of a good story . . . it wastes all its star power on cliched or meaningless roles .,"[-8, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, -1, 0, 0, 1, 0, 0, -1, 0, -1, 0, 0]",-1,-1,0,1,0,0,0
