,Sentiment,Sentiment Num,Multi,Text,Text-original,Text_with_fullstop,Polarities Found,Polarity Count,Sarcasm?,Adversative Polarity,Adversative Present?,Polarity Count-after Adversative,Emoji Score,Polarity Count-multi
6757,Neutral,0,0,but his showboating wise-cracker stock persona sure is getting old .,But    his   showboating   wise-cracker   stock  persona   sure    is   getting  old  .,but his showboating wise-cracker stock persona sure is getting old .,"[8, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1,0,1,1,1,0,1
6758,Neutral,0,0,"if deuces wild had been tweaked up a notch it slightly negative become a camp adventure , one of those movies that is so bad it starts to become good ."," If    Deuces  Wild   had   been    tweaked  up   a  notch   it    would   have   become     a   camp  adventure  ,    one   of   those  movies   that   's   so   bad   it   starts   to   become  good .","if deuces wild had been tweaked up a notch it slightly negative become a camp adventure , one of those movies that is so bad it starts to become good .","[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 1, 0]",-1,-1,-1,0,-1,0,-1
6759,Negative,-1,-2,but it was not .,But   it    was  n't  .,but it was not .,"[8, 0, 0, 11, 0]",0,0,0,1,0,0,0
6760,Negative,-1,-2,"for a film about action , ultimate x is the gabbiest giant-screen movie ever , bogging down in a barrage of hype ."," For    a  film   about  action   ,    Ultimate  X       is   the   gabbiest   giant-screen  movie  ever  ,    bogging  down   in    a  barrage   of  hype  .","for a film about action , ultimate x is the gabbiest giant-screen movie ever , bogging down in a barrage of hype .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, -1, 0]",-1,0,-1,0,-1,0,-2
6761,Negative,-1,-2," . . . a low rate annie featuring some kid who ca not act , only echoes of jordan , and weirdo actor crispin glover screwing things up old school .","...     a   low   rate  Annie   featuring          some  kid   who    ca  n't  act  ,  only   echoes   of  Jordan  ,  and    weirdo   actor   Crispin  Glover    screwing  things   up   old  school  ."," . . . a low rate annie featuring some kid who ca not act , only echoes of jordan , and weirdo actor crispin glover screwing things up old school .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, -1, 0, 0, 0, 0, 0]",-1,0,-1,0,-1,0,-1
6762,Negative,-1,-1,"it might not be 1970s animation , but everything else about it is straight from the saturday morning cartoons -- a retread story , bad writing , and the same old silliness .","    It    might  not   be   1970s  animation  ,  but     everything  else   about  it    is   straight   from   the   Saturday   morning  cartoons   --        a   retread  story  ,   bad  writing  ,  and   the   same   old  silliness  .","it might not be 1970s animation , but everything else about it is straight from the saturday morning cartoons -- a retread story , bad writing , and the same old silliness .","[0, 0, 11, 0, 0, 1, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, -1, 0]",-1,-1,-1,1,-1,0,-1
6763,Negative,-1,-2,"the picture seems uncertain whether it wants to be an acidic all-male all about eve or a lush , swooning melodrama in the intermezzo strain ."," The  picture     seems  uncertain   whether   it   wants   to   be      an   acidic  all-male   All   About  Eve  or    a   lush   ,   swooning  melodrama   in   the   Intermezzo  strain  .","the picture seems uncertain whether it wants to be an acidic all-male all about eve or a lush , swooning melodrama in the intermezzo strain .","[0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, -1, 0]",-1,-1,-1,0,-1,0,-1
6764,Negative,-1,-2,"a nearly 21\/2 hours , the film is way too indulgent .","   A    nearly  21\/2  hours  ,   the  film     is  way   too  indulgent  .","a nearly 21\/2 hours , the film is way too indulgent .","[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, -1, 0]",-1,0,-1,0,-1,0,-1
6765,Negative,-1,-2,gorgeous to look at but insufferably tedious and turgid . . . a curiously constricted epic .,     Gorgeous   to   look  at  but   insufferably    tedious  and  turgid  ...    a  curiously   constricted  epic  .,gorgeous to look at but insufferably tedious and turgid . . . a curiously constricted epic .,"[1, 0, 0, 0, 8, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",-1,-1,-1,1,-1,0,-2
6766,Neutral,0,0,it looks much more like a cartoon in the end than the simpsons ever has .,It     looks    much  more   like    a  cartoon   in   the  end   than    The  Simpsons   ever  has  .,it looks much more like a cartoon in the end than the simpsons ever has .,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,1,0,1,0,2
6767,Negative,-1,-2,"with a tighter editorial process and firmer direction this material could work , especially since the actresses in the lead roles are all more than competent , butasis , personal velocity seems to be idling in neutral .","     With     a   tighter   editorial  process  and   firmer  direction    this  material   could     work  ,  especially   since     the  actresses   in   the   lead  roles    are  all    more  than  competent  , butasis  ,    Personal  Velocity   seems   to   be   idling   in  neutral  .","with a tighter editorial process and firmer direction this material could work , especially since the actresses in the lead roles are all more than competent , butasis , personal velocity seems to be idling in neutral .","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0,1,0,0,0
6768,Negative,-1,-2,does not really add up to much .,   Does  n't  really    add  up   to  much  .,does not really add up to much .,"[0, 11, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0
6769,Negative,-1,-2,"it is better suited for the history or biography channel , but there is no arguing the tone of the movie - it leaves a bad taste in your mouth and questions on your mind .","      It    's  better   suited   for   the   history   or   biography  channel  ,  but   there   's   no   arguing    the  tone   of   the  movie  -   it    leaves    a   bad  taste   in   your    mouth  and  questions  on   your  mind  .","it is better suited for the history or biography channel , but there is no arguing the tone of the movie - it leaves a bad taste in your mouth and questions on your mind .","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-1,-1,-1,1,-1,0,-2
6770,Negative,-1,-2,an entertainment so in love with its overinflated mythology that it no longer recognizes the needs of moviegoers for real characters and compelling plots ., An  entertainment    so  in     love   with   its   overinflated  mythology   that   it    no  longer   recognizes    the  needs   of   moviegoers   for     real  characters  and   compelling  plots  .,an entertainment so in love with its overinflated mythology that it no longer recognizes the needs of moviegoers for real characters and compelling plots .,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 11, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-1,-1,1,0,-1,0,-2
6771,Negative,-1,-2,a prolonged extrusion of psychopathic pulp .,  A   prolonged  extrusion   of   psychopathic  pulp  .,a prolonged extrusion of psychopathic pulp .,"[0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0
6772,Negative,-1,-2,borrows from other movies like it in the most ordinary and obvious fashion ., Borrows   from   other  movies     like  it   in   the    most    ordinary  and  obvious  fashion  .,borrows from other movies like it in the most ordinary and obvious fashion .,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,1,0,1,0,2
6773,Negative,-1,-2,it is surprisingly bland despite the heavy doses of weird performances and direction .,It    's   surprisingly   bland   despite    the   heavy  doses   of   weird    performances  and  direction  .,it is surprisingly bland despite the heavy doses of weird performances and direction .,"[0, 0, 0, -1, -8, 0, 0, 0, 0, -1, 0, 0, 0, 0]",-1,0,-1,1,-1,0,-2
6774,Negative,-1,-1,"a chilly , remote , emotionally distant piece . . . so dull that its tagline slightly negative  ` in space , no one can hear you snore . ","         A   chilly   ,   remote   ,   emotionally   distant  piece  ...   so  dull   that   its  tagline   should  be  :  `    In  space   ,    no  one   can   hear   you  snore  .  '","a chilly , remote , emotionally distant piece . . . so dull that its tagline slightly negative  ` in space , no one can hear you snore . ","[0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, -1, 0, 0, 0, 0, 11, 0, 0, 0, 0, -1, 0]",-1,0,-1,0,-1,0,-2
6775,Negative,-1,-2,"the characters seem one-dimensional , and the film is superficial and will probably be of interest primarily to its target audience .","     The  characters   seem  one-dimensional  ,  and    the  film     is  superficial  and    will  probably     be   of  interest  primarily   to   its   target  audience  .","the characters seem one-dimensional , and the film is superficial and will probably be of interest primarily to its target audience .","[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",-1,-1,-1,0,-1,0,-1
6776,Negative,-1,-2,"sorvino makes the princess seem smug and cartoonish , and the film only really comes alive when poor hermocrates and leontine pathetically compare notes about their budding amours .","    Sorvino   makes    the  princess   seem    smug  and  cartoonish  ,  and    the   film  only   really    comes  alive   when      poor  Hermocrates  and  Leontine   pathetically   compare   notes   about   their   budding amours.","sorvino makes the princess seem smug and cartoonish , and the film only really comes alive when poor hermocrates and leontine pathetically compare notes about their budding amours .","[0, 0, 0, 0, 0, -1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0]",-1,-1,-1,0,-1,0,-1
6777,Negative,-1,-2,it is like a drive-by .,It    's   like   a  drive-by  .,it is like a drive-by .,"[0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0
6778,Negative,-1,-2,"you can drive right by it without noticing anything special , save for a few comic turns , intended and otherwise .","You    can    drive   right   by  it   without   noticing       anything  special  ,   save   for   a   few   comic  turns  ,    intended  and  otherwise  .","you can drive right by it without noticing anything special , save for a few comic turns , intended and otherwise .","[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,1,0,1,0,1
6779,Negative,-1,-2,everything -- even life on an aircraft carrier -- is sentimentalized ., Everything   --     even  life   on   an   aircraft  carrier  --    is  sentimentalized  .,everything -- even life on an aircraft carrier -- is sentimentalized .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0
6780,Negative,-1,-1,"this would-be ` james bond for the extreme generation  pic is one big , dumb action movie .","  This   would-be   `   James  Bond   for    the   Extreme   Generation  '  pic     is  one   big   ,   dumb   action  movie  .","this would-be ` james bond for the extreme generation  pic is one big , dumb action movie .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0]",-1,0,-1,0,-1,0,-2
6781,Negative,-1,-2,stress ` dumb . ,  Stress   `  dumb  .  ',stress ` dumb . ,"[-1, 0, -1, 0]",-1,0,-1,0,-1,0,-1
6782,Neutral,0,0,"the movie has generic virtues , and despite a lot of involved talent , seems note by the numbers ."," The  movie         has   generic  virtues  ,  and    despite   a  lot   of   involved  talent  ,   seems   done   by   the  numbers  .","the movie has generic virtues , and despite a lot of involved talent , seems note by the numbers .","[0, 0, 0, 0, 1, 0, 0, -8, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1,0,1,1,1,0,1
6783,Negative,-1,-2,"when your subject is illusion versus reality , should not the reality seem at least passably real ?"," When    your  subject   is   illusion   versus  reality   ,      should  n't   the  reality   seem     at  least  passably  real  ?","when your subject is illusion versus reality , should not the reality seem at least passably real ?","[0, 0, 0, 0, -1, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0]",-1,0,-1,0,-1,0,-1
6784,Negative,-1,-1,"it is a terrible movie in every regard , and utterly painful to watch .","It       's    a   terrible  movie   in   every  regard  ,  and    utterly  painful   to  watch  .","it is a terrible movie in every regard , and utterly painful to watch .","[0, 0, 0, (-1, -7), 0, 0, 0, 1, 0, 0, -1, -1, 0, 0, 0]",-1,-1,-1,0,-1,0,-2
6785,Negative,-1,-1,"this is rote spookiness , with nary an original idea -lrb- or role , or edit , or score , or anything , really -rrb- in sight , and the whole ofthe proceedings beg the question ` why ? ","     This     is   rote  spookiness  ,   with     nary   an   original  idea     -LRB-  or      role  ,       or  edit  ,  or  score  ,  or    anything  ,  really  -RRB-   in  sight  ,  and     the whole  ofthe  proceedings     beg   the  question  `  Why  ?  '","this is rote spookiness , with nary an original idea -lrb- or role , or edit , or score , or anything , really -rrb- in sight , and the whole ofthe proceedings beg the question ` why ? ","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0]",-1,-1,1,0,-1,0,-2
6786,Negative,-1,-2,a fan film that for the uninitiated plays better on video with the sound turned down .,  A   fan  film   that    for   the  uninitiated    plays  better   on   video   with   the  sound    turned  down  .,a fan film that for the uninitiated plays better on video with the sound turned down .,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, -1, 0]",-1,-1,-1,0,-1,0,-2
6787,Negative,-1,-2,too infuriatingly quirky and taken with its own style .,Too   infuriatingly     quirky  and   taken   with   its   own  style  .,too infuriatingly quirky and taken with its own style .,"[2, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0]",-1,0,-1,0,-1,0,-2
6788,Negative,-1,-2,there is a whole heap of nothing at the core of this slight coming-of-age\/coming-out tale .,There    's    a   whole  heap   of   nothing   at    the  core   of   this   slight   coming-of-age\/coming-out  tale  .,there is a whole heap of nothing at the core of this slight coming-of-age\/coming-out tale .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0
6789,Positive,1,1,"as much as i laughed throughout the movie , i can not mount a cogent defense of the film as entertainment , or even performance art , although the moviedoesleave you marveling at these guys  superhuman capacity to withstand pain ."," As   much   as   I   laughed   throughout   the  movie   ,   I     can  not    mount         a   cogent  defense   of    the  film   as  entertainment  ,  or  even   performance  art  ,   although    the  moviedoesleave   you    marveling   at    these   guys  '   superhuman  capacity   to   withstand  pain  .","as much as i laughed throughout the movie , i can not mount a cogent defense of the film as entertainment , or even performance art , although the moviedoesleave you marveling at these guys  superhuman capacity to withstand pain .","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, -8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, -1, 0]",-1,-1,1,1,1,0,2
6790,Negative,-1,-2,the type of dumbed-down exercise in stereotypes that gives the -lrb- teen comedy -rrb- genre a bad name .,  The  type   of    dumbed-down  exercise   in   stereotypes   that   gives   the   -LRB-    teen  comedy  -RRB-    genre   a   bad  name  .,the type of dumbed-down exercise in stereotypes that gives the -lrb- teen comedy -rrb- genre a bad name .,"[0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0, 0, -1, 0, 0]",-1,-1,-1,0,-1,0,-1
6791,Negative,-1,-1,distinctly sub-par . . . more likely to drown a viewer in boredom than to send any shivers down his spine .,   Distinctly  sub-par  ...   more   likely   to     drown   a  viewer   in  boredom   than   to    send   any  shivers   down   his  spine  .,distinctly sub-par . . . more likely to drown a viewer in boredom than to send any shivers down his spine .,"[0, -1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, -1, 0, 0, 0, 0, -1, -1, 0, 0, 0]",-1,0,-1,0,-1,0,-2
6792,Negative,-1,-1,plays like a bad blend of an overripe episode of tv is dawson is creek and a recycled and dumbed-down version of love story .,Plays    like    a   bad  blend   of      an   overripe  episode   of    TV  's    Dawson  's  Creek  and    a   recycled   and   dumbed-down  version   of   Love  Story  .,plays like a bad blend of an overripe episode of tv is dawson is creek and a recycled and dumbed-down version of love story .,"[0, 1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",-1,-1,1,0,-1,0,-1
6793,Negative,-1,-2,"unless you come in to the film with a skateboard under your arm , you are going to feel like you were not invited to the party ."," Unless   you    come   in   to    the  film   with   a  skateboard   under   your  arm   ,   you    're   going   to   feel   like   you    were  n't   invited   to   the  party  .","unless you come in to the film with a skateboard under your arm , you are going to feel like you were not invited to the party .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 1, 0]",-1,-1,-1,0,-1,0,-1
6794,Negative,-1,-2,"when the casting call for this movie went out , it must have read ` seeking anyone with acting ambition but no sense of pride or shame . "," When     the   casting  call   for   this  movie   went  out   ,   it     must   have    read  `    seeking  anyone   with   acting   ambition   but    no  sense   of    pride  or  shame  .  '","when the casting call for this movie went out , it must have read ` seeking anyone with acting ambition but no sense of pride or shame . ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 11, 0, 0, 1, 0, -1, 0]",-1,-1,-1,1,-1,0,-1
6795,Negative,-1,-2,just is not as weird as it ought to be .,Just      is  n't   as  weird   as   it   ought   to  be  .,just is not as weird as it ought to be .,"[0, 0, 11, 0, -1, 0, 0, 0, 0, 0, 0]",-1,0,-1,0,-1,0,-1
6796,Negative,-1,-2,"a `` home alone  film that is staged like `` rosemary is baby ,  but is not also-conceived as either of those films .","  A   ``   Home   Alone   ''  film   that  is        staged    like  ``    Rosemary  's  Baby  ,  ''  but    is  not   as   well-conceived   as   either   of   those  films  .","a `` home alone  film that is staged like `` rosemary is baby ,  but is not also-conceived as either of those films .","[0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 11, 0, 0, 0, 0, 0, 0, 0]",-1,0,0,1,0,0,0
6797,Negative,-1,-2,-lrb- siegel -rrb- and co-writers lisa bazanota and grace woodard have relied too much on convention in creating the characters who surround frankie .,   -LRB-   Siegel  -RRB-  and   co-writers   Lisa   Bazadona   and   Grace  Woodard    have     relied   too  much   on  convention   in   creating    the  characters   who   surround  Frankie  .,-lrb- siegel -rrb- and co-writers lisa bazanota and grace woodard have relied too much on convention in creating the characters who surround frankie .,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-1,-1,-1,0,-1,0,-2
6798,Negative,-1,-1,no film could possibly be more contemptuous of the single female population ., No  film     could  possibly   be   more   contemptuous   of   the   single   female  population  .,no film could possibly be more contemptuous of the single female population .,"[11, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0]",-1,0,-1,0,-1,0,-2
6799,Neutral,0,0,` hey arnold ! ,`     Hey  Arnold  !  ',` hey arnold ! ,"[0, 0, 0, 0]",0,0,0,0,0,0,0
6800,Neutral,0,0,has some visual wit . . . but little imagination elsewhere ., has      some   visual  wit  ...   but   little  imagination  elsewhere  .,has some visual wit . . . but little imagination elsewhere .,"[0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0]",0,0,0,1,0,0,0
6801,Neutral,0,0,"they are going through the motions , but the zip is gone .","    They   're   going   through   the  motions  ,  but    the  zip   is  gone  .","they are going through the motions , but the zip is gone .","[0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0]",0,0,0,1,0,0,0
6802,Negative,-1,-2,a sluggish pace and lack of genuine narrative hem the movie in every bit as much as life hems in the spirits of these young women .,  A   sluggish    pace  and  lack   of   genuine  narrative      hem   the  movie   in    every   bit   as  much   as   life  hems   in    the  spirits   of   these   young  women  .,a sluggish pace and lack of genuine narrative hem the movie in every bit as much as life hems in the spirits of these young women .,"[0, -1, 0, 0, -1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-1,-1,-1,0,-1,0,-1
6803,Negative,-1,-1,"a low-budget affair , tadpole was shot on digital video , and the images often look smeary and blurry , to the point of distraction .","       A   low-budget  affair  ,  Tadpole   was   shot   on   digital  video  ,  and    the  images   often   look      smeary  and  blurry  ,   to    the  point   of  distraction  .","a low-budget affair , tadpole was shot on digital video , and the images often look smeary and blurry , to the point of distraction .","[0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, 0]",-1,0,-1,0,-1,0,-1
6804,Negative,-1,-1,"then again , in a better movie , you might not have noticed .","Then   again   ,    in   a   better  movie   ,   you     might  not   have  noticed  .","then again , in a better movie , you might not have noticed .","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 11, 0, 0, 0]",1,0,1,0,1,0,2
6805,Neutral,0,0,it is mindless junk like this that makes you appreciate original romantic comedies like punch-drunk love .,It    's    mindless  junk   like   this   that   makes   you    appreciate   original   romantic  comedies   like   Punch-Drunk  Love  .,it is mindless junk like this that makes you appreciate original romantic comedies like punch-drunk love .,"[0, 0, -1, -1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0]",-1,-1,1,0,-1,0,-1
6806,Negative,-1,-2,"the movie is like a year late for tapping into our reality tv obsession , and even tardier for exploiting the novelty of the `` webcast . "," The  movie      is   like   a   year  late   for    tapping   into       our   reality   tv  obsession  ,  and  even  tardier   for   exploiting    the  novelty   of   the   ``  webcast  .  ''","the movie is like a year late for tapping into our reality tv obsession , and even tardier for exploiting the novelty of the `` webcast . ","[0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",-1,-1,-1,0,-1,0,-1
6807,Negative,-1,-2,"tale will be all too familiar for anyone who is seen george roy hill is 1973 film , `` the sting . ","tale     will    be   all   too  familiar   for   anyone   who   's     seen    George   Roy   Hill  's   1973  film  ,   ``   The  Sting  .  ''","tale will be all too familiar for anyone who is seen george roy hill is 1973 film , `` the sting . ","[0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0]",-1,0,-1,0,-1,0,-2
6808,Negative,-1,-2,"gets the look and the period trappings right , but it otherwise drowns in a sea of visual and verbal clichã©s ."," Gets     the  look  and   the   period   trappings  right     ,  but   it   otherwise   drowns   in    a  sea   of   visual   and   verbal  clichÃ©s  .","gets the look and the period trappings right , but it otherwise drowns in a sea of visual and verbal clichã©s .","[0, 0, 0, 0, 0, 0, 0, 1, 0, 8, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-1,-1,-1,1,-1,0,-1
6809,Positive,1,1,"it is hard to quibble with a flick boasting this many genuine cackles , but notorious c .h .o . still feels like a promising work-in-progress .","    It   's   hard   to   quibble   with    a  flick   boasting   this   many   genuine  cackles  ,  but    Notorious  C.H.O.   still   feels   like   a   promising  work-in-progress  .","it is hard to quibble with a flick boasting this many genuine cackles , but notorious c .h .o . still feels like a promising work-in-progress .","[0, 0, 0, 0, -1, 0, 0, 0, -1, 0, 0, 1, 0, 0, 8, -1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",-1,-1,-1,1,-1,0,-1
6810,Negative,-1,-2,"anyone who wants to start writing screenplays can just follow the same blueprint from hundreds of other films , sell it to the highest bidder and walk away without .0833333333333333nyone truly knowing your identity ."," Anyone   who   wants   to   start   writing  screenplays     can  just        follow   the   same  blueprint   from   hundreds   of   other  films  ,    sell  it   to   the   highest  bidder  and    walk  away   without  .0833333333333333nyone  truly   knowing   your  identity  .","anyone who wants to start writing screenplays can just follow the same blueprint from hundreds of other films , sell it to the highest bidder and walk away without .0833333333333333nyone truly knowing your identity .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1,0,1,0,1,0,1
6811,Negative,-1,-2,"the problem with the bread , my sweet is that it is far too sentimental .","  The  problem   with     The  Bread  ,   My  Sweet    is   that   it   's   far   too  sentimental  .","the problem with the bread , my sweet is that it is far too sentimental .","[0, -1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, -1, 0, -1, 0]",-1,-1,-1,0,-1,0,-2
6812,Neutral,0,0,a late-night cable sexploitation romp masquerading as a thriller about the ruthless social order that governs college cliques ., A   late-night   cable  sexploitation    romp   masquerading   as    a  thriller   about    the    ruthless  social  order   that   governs   college  cliques  .,a late-night cable sexploitation romp masquerading as a thriller about the ruthless social order that governs college cliques .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0]",-1,0,-1,0,-1,0,-1
6813,Neutral,0,0,falls short in explaining the music and its roots ., Falls   short   in   explaining     the  music  and   its  roots  .,falls short in explaining the music and its roots .,"[-1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-1,0,-1,0,-1,0,-1
6814,Negative,-1,-2,never inspires more than an interested detachment .,Never     inspires  more   than   an   interested  detachment  .,never inspires more than an interested detachment .,"[11, 1, 0, 0, 0, 1, -1, 0]",-1,-1,-1,0,-1,0,-2
6815,Negative,-1,-1,what might have emerged as hilarious lunacy in the hands of woody allen or mel brooks -lrb- at least during their 70s heyday -rrb- comes across as lame andsophomoric in this debut indie feature .,   What   might   have    emerged    as  hilarious  lunacy   in    the  hands   of   Woody  Allen  or    Mel  Brooks   -LRB-      at  least   during   their  '70s  heyday  -RRB-     comes   across   as    lame andsophomoric  in   this   debut   indie  feature  .,what might have emerged as hilarious lunacy in the hands of woody allen or mel brooks -lrb- at least during their 70s heyday -rrb- comes across as lame andsophomoric in this debut indie feature .,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, -1, 0, 0, 0, 8, 0, 0, 0]",-1,-1,0,1,0,0,0
6816,Negative,-1,-2,"despite slick production values and director roger michell is tick-tock pacing , the final effect is like having two guys yelling in your face for two hours ."," Despite     slick   production  values  and    director   Roger   Michell  's   tick-tock  pacing   ,    the   final  effect    is   like   having    two  guys   yelling   in    your  face   for   two  hours  .","despite slick production values and director roger michell is tick-tock pacing , the final effect is like having two guys yelling in your face for two hours .","[-8, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, (-1, -7), 0, 0, 0, 0, 0, 0, 0]",1,0,0,1,0,0,0
6817,Negative,-1,-2,"pretty much sucks , but has a funny moment or two .","Pretty   much      sucks  ,  but   has     a   funny  moment  or  two  .","pretty much sucks , but has a funny moment or two .","[1, 0, -1, 0, 8, 0, 0, 1, 0, 0, 0, 0]",-1,-1,1,1,1,0,2
6818,Neutral,0,0,they do a good job of painting this family dynamic for the audience but they tried to squeeze too many elements into the film .,   They   do    a   good  job   of    painting   this   family  dynamic   for   the  audience  but   they   tried   to    squeeze    too  many  elements   into   the  film  .,they do a good job of painting this family dynamic for the audience but they tried to squeeze too many elements into the film .,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 8, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0]",-1,-1,-1,1,-1,0,-2
6819,Negative,-1,-2,a supernatural mystery that does not know whether it wants to be a suspenseful horror movie or a weepy melodrama .,  A   supernatural  mystery   that   does  n't    know   whether   it   wants   to   be     a   suspenseful   horror  movie  or   a   weepy  melodrama  .,a supernatural mystery that does not know whether it wants to be a suspenseful horror movie or a weepy melodrama .,"[0, 0, -1, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, -1, 0, 0]",-1,0,-1,0,-1,0,-1
