Word,Sentiment,Sentiment Num
needtotravelalot,negative,-1
notsupercrazy,negative,-1
workpressure,negative,-1
hammer-it,positive,1
focusedongrowth,positive,1
canbeonpar,negative,-1
had-enough,negative,-1
nolife,negative,-1
somethingmoreconstructive,negative,-1
belowaverage,negative,-1
growthdonotexist,negative,-1
neededtosatisfy,negative,-1
notsupportive,negative,-1
workslavery,negative,-1
hammerthemdown,positive,1
gainrecognition,positive,1
canbeputtobetteruse,negative,-1
hadtowork,negative,-1
no-luck,negative,-1
sonotvoting,negative,-1
belowcostofliving,negative,-1
hadnochoicebuttoleave,negative,-1
needsalotofwork,negative,-1
notsurethatistureanymore,negative,-1
worktillyoudie,negative,-1
hammer-time,positive,1
gainingexperiences,positive,1
canistillbelieve,negative,-1
halfbakedleader,negative,-1
no-match,negative,-1
so-sad,negative,-1
belowentrylevel,negative,-1
hadtoofferalotofpay,negative,-1
needsimprovement,negative,-1
notthatmuchflexibility,negative,-1
workloadistremendous,negative,-1
hang-out,positive,1
gethighratings,positive,1
cannot-even,negative,-1
hara-kiri,negative,-1
no-money,negative,-1
sound-rude,negative,-1
belowexpectation,negative,-1
hamperedmychances,negative,-1
needsmorestrongseniormanagement,negative,-1
notthatteambased,negative,-1
wouldhavebeenmoreproject,negative,-1
happy-birthday,positive,1
getpromoted,positive,1
cannot-la,negative,-1
hardformetokeepup,negative,-1
sound-sensible,negative,-1
belowfair,negative,-1
hardbeingontheroad,negative,-1
needstobeimproved,negative,-1
notthebest,negative,-1
wouldnotsuityou,negative,-1
heck-yeah,positive,1
getraisesquickly,positive,1
cannot-lah,negative,-1
hasnotbeentrained,negative,-1
noncanbetrusted,negative,-1
soundsogreat,negative,-1
belowmarket,negative,-1
hardtime,negative,-1
needstobemoreflexible,negative,-1
notthebrightest,negative,-1
zerobonuses,negative,-1
hell-yeah!,positive,1
globaljobs,positive,1
cannot-lead,negative,-1
hatesitesupporter,negative,-1
noneedtoanswertoanyone,negative,-1
soyousay,negative,-1
belowmarketcompensation,negative,-1
hardtoachieve,negative,-1
neveraguaranteed,negative,-1
nottheidealplace,negative,-1
zerointerest,negative,-1
hereicome,positive,1
globalfirm,positive,1
cannotmakeit,negative,-1
hatesitssupporter,negative,-1
noneedtovoteforthem,negative,-1
speakwithcontent,negative,-1
belowmarketrate,negative,-1
hardtobalancework&life,negative,-1
neverasvalued,negative,-1
nottheplaceforyou,negative,-1
zerowork-lifebalance,negative,-1
heretostay,positive,1
gooutofthewayto,positive,1
cannot-run,negative,-1
have-brain,negative,-1
noneopportunity,negative,-1
squeeze-more,negative,-1
benefitnotsogreat,negative,-1
hardtodetermine,negative,-1
neverending,negative,-1
nottimeoff,negative,-1
highincome,positive,1
grouthfocused,positive,1
cannotwinback,negative,-1
haven;t-started,negative,-1
non-existent,negative,-1
squeeze-us,negative,-1
benefitsareaverage,negative,-1
hardtoenforce,negative,-1
neverforgive,negative,-1
nottoomanyprojects,negative,-1
huat-ah,positive,1
growthandadvancement,positive,1
can-say,negative,-1
havent-started,negative,-1
noniscleaned,negative,-1
standingeylang,negative,-1
benefitsaren'tgreat,negative,-1
hardtofeel,negative,-1
neverfree,negative,-1
nottoomuchtimetoplay,negative,-1
hugenumberofpeoplejoining,positive,1
growthoportunities,positive,1
cant-afford,negative,-1
havenotreply,negative,-1
no-nonsense,negative,-1
standupcomedian,negative,-1
benefitscouldbebetter,negative,-1
hardtofindstrategy,negative,-1
neverletyou,negative,-1
nottreatedwiththesamepriorityandimportance,negative,-1
i-like,positive,1
growthpotential,positive,1
can-talk,negative,-1
havetoputalotofhours,negative,-1
nonopls,negative,-1
standupcomediant,negative,-1
benefitscouldhavebeenbetter,negative,-1
hardtogetahead,negative,-1
neverletyoutakevacation,negative,-1
notuptodate,negative,-1
ilikeher,positive,1
hardworkingstaff,positive,1
cantalwayseffectively,negative,-1
hear-wrongly,negative,-1
nonvalue,negative,-1
star-search,negative,-1
benefitsonthelow,negative,-1
hardtogetpromoted,negative,-1
neverpresentintheoffice,negative,-1
notuptotheline,negative,-1
i-support,positive,1
highcaliber,positive,1
cant-believe,negative,-1
heavenandhell,negative,-1
nooptionto,negative,-1
stay-off,negative,-1
beyondreasonable,negative,-1
hardtointernallytransfer,negative,-1
neverreapthetruerewards,negative,-1
notvalued,negative,-1
iwillbethere,positive,1
highcompanygrowth,positive,1
cant-do,negative,-1
heavilyindebt,negative,-1
no-point,negative,-1
stillabigissue,negative,-1
bigdisconnect,negative,-1
hardtojustify,negative,-1
nightmare,negative,-1
notvaluingothersthoughts,negative,-1
interestingthannot ,positive,1
cant-even,negative,-1
hellbreakloose,negative,-1
no-portfolio,negative,-1
stillabitbehind,negative,-1
biggap,negative,-1
hardtokeepasatisfactory,negative,-1
noability,negative,-1
notveryflexible,negative,-1
it-rocks,positive,1
cant-even,negative,-1
helltoyou,negative,-1
no-quality,negative,-1
stillcannotfigureitout,negative,-1
biggestcon,negative,-1
hardtomaketransition,negative,-1
noadditionalcompensation,negative,-1
notverymeaningfulwork,negative,-1
it-works,positive,1
highlevel,positive,1
cantevenhandle,negative,-1
helpthemalaysiansandindiaindiansmore,negative,-1
norealdownside,negative,-1
stillgotothers,negative,-1
biggestoffender,negative,-1
hardtomanage,negative,-1
noadvisory,negative,-1
notwidelyavailable,negative,-1
jai-ho,positive,1
highperformance,positive,1
cantevenmanage,negative,-1
here-comes,negative,-1
no-respect,negative,-1
stillnotsleepy,negative,-1
billablegoalsveryhigh,negative,-1
hardtopursue,negative,-1
noappreciation,negative,-1
notwillingtoexperiment,negative,-1
jia-you,positive,1
highperformance,positive,1
cantevenperform,negative,-1
hide-behind,negative,-1
no-rights,negative,-1
still-prefer,negative,-1
bitfragmented,negative,-1
hardtoremain,negative,-1
nobalance,negative,-1
notworkquality,negative,-1
jinswee(verynice),positive,1
highperformanceenvironment,positive,1
cantevenprotectme,negative,-1
high-cost,negative,-1
no-standard,negative,-1
stilltoyounginpolitics,negative,-1
bithierarchical,negative,-1
hardtostandout,negative,-1
nobetterlearning,negative,-1
notworkedtherelong,negative,-1
join-us,positive,1
highperformingenvironment,positive,1
cantevenrunat.c.,negative,-1
highcostofliving,negative,-1
notabeautypegeant,negative,-1
still-waiting,negative,-1
bitmuch,negative,-1
hardtotakevacation,negative,-1
nobonus,negative,-1
notworthit,negative,-1
jumped-up,positive,1
highqualityineveryfacet,positive,1
cant-give,negative,-1
high-unemployment,negative,-1
notaddress,negative,-1
stinkoffish,negative,-1
blacksheep,negative,-1
hardwork,negative,-1
nocare,negative,-1
nothingforyouractualtechnicalskills,negative,-1
keepitup,positive,1
highlycompetitive,positive,1
cant-handle,negative,-1
ho-jinx,negative,-1
notagame,negative,-1
stoopthatlow,negative,-1
blatantlyapparent,negative,-1
harderandharder,negative,-1
nocareeradvancement,negative,-1
nothingisgood,negative,-1
keptthosecommenttoyourself,positive,1
highlyencouraged,positive,1
cantlookafter,negative,-1
hold-up,negative,-1
no-talent,negative,-1
strawman-parrot,negative,-1
bonusisajoke,negative,-1
hardertogetpromoted,negative,-1
nocareergrowth,negative,-1
nothingpositive,negative,-1
hoursareflexible,positive,1
cant-speak,negative,-1
hostileworkenvironment,negative,-1
notalotoftraining,negative,-1
street-walker,negative,-1
bonusesarerarelygiven,negative,-1
haslimitedaccess,negative,-1
nocareerpath,negative,-1
nothingreallygreat,negative,-1
kicking-back,positive,1
inclusiveculture,positive,1
cant-speal,negative,-1
hoursareverylong,negative,-1
notalwaysfair,negative,-1
stress-her,negative,-1
bonusesareverysmall,negative,-1
havenofriends,negative,-1
nocareerprogression,negative,-1
nothingtobeexcitedabout,negative,-1
knowverywell,positive,1
incredibleperks,positive,1
cantstoplaughing,negative,-1
how-can,negative,-1
notalwaysreflected,negative,-1
strugglingtolive,negative,-1
bonusescouldbebetter,negative,-1
havenoidea,negative,-1
nocarreradvancement,negative,-1
nothingtodo,negative,-1
lessunconstructiveargument,positive,1
inspirationalondoingactivities,positive,1
canttakecare,negative,-1
howcanwe,negative,-1
notalwaysreflectedincompensation,negative,-1
stubborn-mule,negative,-1
bottleneckatthetop,negative,-1
havetobeadaptableandflexible,negative,-1
nocentralizedleadership,negative,-1
not-so-gooddeeds,negative,-1
limited-down,positive,1
instantcredibility,positive,1
cant-talk,negative,-1
howdaresheclaim,negative,-1
notameritocracy,negative,-1
stylomylodramaking,negative,-1
bottlenecks,negative,-1
havetolookhard,negative,-1
nochancetolearn,negative,-1
offeralittlebitmore,negative,-1
lokking-forward,positive,1
interesting&challengingwork,positive,1
cant-think,negative,-1
howdowesolveit,negative,-1
not-another,negative,-1
suckallthefundsout,negative,-1
brainlessmanagers,negative,-1
havetosacrifice,negative,-1
nochancetoswitchsilos,negative,-1
officepolitics,negative,-1
longmayitlast,positive,1
interestingcompany,positive,1
cant-unite,negative,-1
howmanychancesuwant,negative,-1
notaparty,negative,-1
suck-dry,negative,-1
breakranks,negative,-1
havetostruggle,negative,-1
nochoice,negative,-1
oftencompromised,negative,-1
look-around,positive,1
interestingopportunity,positive,1
careless,negative,-1
howmanymoreyear,negative,-1
notashealthy,negative,-1
suckenoughmoney,negative,-1
brokenmanagement,negative,-1
havetotakethegoodwiththebad,negative,-1
nochoicebuttoleavethefirm,negative,-1
oftenshort-staffed,negative,-1
looking-forward,positive,1
internatioanlity&globalchances,positive,1
cash-cow,negative,-1
howtocompaign,negative,-1
notasmymp,negative,-1
suck-money,negative,-1
brown-nosers,negative,-1
havetoworkalot,negative,-1
noclearcut,negative,-1
oftentravelling,negative,-1
lookingforwardto,positive,1
internationalopportunities,positive,1
changesitsstance,negative,-1
howtocontact,negative,-1
notatickettosuccess,negative,-1
suckourmoney,negative,-1
burdensometoolsused,negative,-1
havetoworkmore,negative,-1
nocleardistinction,negative,-1
onhold,negative,-1
looksreallygood,positive,1
jobishigh,positive,1
changesitstance,negative,-1
howtocontect,negative,-1
not-authorised,negative,-1
suckstobeyou,negative,-1
burnout,negative,-1
haven'texperienced,negative,-1
nocoaching,negative,-1
onthechoppingblock,negative,-1
lying-down,positive,1
jobsecurity,positive,1
chaperoned-in,negative,-1
howtoenjoy,negative,-1
notaveryintelligent,negative,-1
superundermarketpay,negative,-1
burnoutquickly,negative,-1
haven'texperiencedanything,negative,-1
nocollaboration,negative,-1
oneofthebestsuckers,negative,-1
mainhumanresources,positive,1
jobstability,positive,1
chargedincourt,negative,-1
howtomakeitlikethat,negative,-1
notbeabletotrust,negative,-1
suretolose,negative,-1
busyseasonislikehell,negative,-1
haven'thadmymindblown,negative,-1
nocompensation,negative,-1
onewaystreet,negative,-1
extensionservice,positive,1
extracurricularactivity,positive,1
disoriented-mentally,negative,-1
shake-up,negative,-1
pleasing-entity-or-occurrence,positive,1
dog-days,negative,-1
shook-up,negative,-1
primrose-path,positive,1
shoot-down,negative,-1
promised-land,positive,1
dog-in-the-manger,negative,-1
short-fuse,negative,-1
psyched-up,positive,1
dog-it,negative,-1
short-tempered,negative,-1
quick-fix,positive,1
double-whammy,negative,-1
shot-down,negative,-1
quiet-mind,positive,1
down-and-out,negative,-1
shot-to-pieces,negative,-1
ray-of-sunshine,positive,1
down-in-dumps,negative,-1
sick-as-a-dog,negative,-1
red-carpet,positive,1
down-in-the-dumps,negative,-1
sinking-feeling,negative,-1
red-carpet,positive,1
down-in-the-mouth,negative,-1
skin-and-bone,negative,-1
red-letter,positive,1
down-in-the-mouth,negative,-1
small-frog-in-a-large-pond,negative,-1
red-letter,positive,1
drive-crazy,negative,-1
soft-in-head,negative,-1
regular-fellow,positive,1
drive-insane,negative,-1
soft-in-the-head,negative,-1
right-neighborly,positive,1
drive-out-of-mind,negative,-1
soft-touch,negative,-1
right-on,positive,1
drive-to-distraction,negative,-1
spaced-out,negative,-1
rip-roaring,positive,1
drive-up-the-wall,negative,-1
stage-fright,negative,-1
rip-roaring,positive,1
drop-the-ball,negative,-1
state-of-high-temperature,negative,-1
rock-and-roll,positive,1
dry-as-dust,negative,-1
state-of-unrest,negative,-1
roll-in-the-aisles,positive,1
dump-on,negative,-1
stiff-as-a-board,negative,-1
roll-with-the-punches,positive,1
egg-on,negative,-1
stir-up,negative,-1
rose-colored,positive,1
evil-doing,negative,-1
stirred-to-anger,negative,-1
rose-colored-glasses,positive,1
expectation-of-worst,negative,-1
stone-broke,negative,-1
run-of-luck,positive,1
faint-hearted,negative,-1
stone-cold,negative,-1
self-admiration,positive,1
falling-out,negative,-1
stone-deaf,negative,-1
self-assured,positive,1
fault-finding,negative,-1
stressed-out,negative,-1
self-confidence,positive,1
febrile-disease,negative,-1
strike-off-the-rolls,negative,-1
self-contented,positive,1
feed-the-fire,negative,-1
strong-arm,negative,-1
self-esteem,positive,1
feeling-down,negative,-1
strung-out,negative,-1
self-love,positive,1
feeling-of-mercy-toward-another,negative,-1
stuff-the-ballot-box,negative,-1
self-pleased,positive,1
fever-pitch,negative,-1
take-down-a-peg,negative,-1
self-possessed,positive,1
fingers-to-the-bone,negative,-1
take-the-bread-out-of,negative,-1
self-regard,positive,1
flare-up,negative,-1
take-the-wind-out,negative,-1
self-respect,positive,1
flight-of-fancy,negative,-1
tar-and-feather,negative,-1
self-satisfaction,positive,1
flip-one's-lid,negative,-1
tarred-with-the-same-brush,negative,-1
self-satisfied,positive,1
for-the-birds,negative,-1
temper-tantrum,negative,-1
self-sufficiency,positive,1
foul-up,negative,-1
terror-stricken,negative,-1
self-trust,positive,1
fouled-up,negative,-1
the-last-straw-that-broke-the-camel's-back,negative,-1
self-worth,positive,1
freaked-out,negative,-1
thick-skinned,negative,-1
self-admiration,positive,1
free-for-all,negative,-1
think-little-of,negative,-1
self-assured,positive,1
full-of-sorrow,negative,-1
thin-skinned,negative,-1
self-confidence,positive,1
get-a-rise-out-of,negative,-1
thorn-in-one's-side,negative,-1
self-contented,positive,1
get-gray-hair,negative,-1
thrilling-situation,negative,-1
self-esteem,positive,1
get-on-one's-nerves,negative,-1
throw-cold-water-on,negative,-1
self-love,positive,1
get-one's-comeuppance,negative,-1
throw-for-a-loop,negative,-1
self-pleased,positive,1
get-the-brush,negative,-1
throw-into-a-tizzy,negative,-1
self-possessed,positive,1
get-under-skin,negative,-1
throw-off,negative,-1
self-regard,positive,1
give-a-black-eye,negative,-1
throw-off-balance,negative,-1
self-respect,positive,1
give-the-cold-shoulder,negative,-1
throw-to-the-dogs,negative,-1
self-satisfaction,positive,1
go-to-the-dogs,negative,-1
throwing-a-fit,negative,-1
self-satisfied,positive,1
god-awful,negative,-1
thrown-off-balance,negative,-1
self-sufficiency,positive,1
gone-to-pieces,negative,-1
tick-off,negative,-1
self-trust,positive,1
good-for-nothing,negative,-1
ticked-off,negative,-1
self-worth,positive,1
goose-bumps,negative,-1
toned-down,negative,-1
seventh-heaven,positive,1
goose-bumpy,negative,-1
tongue-lashing,negative,-1
shaggy-dog-story,positive,1
grate-on,negative,-1
topsy-turvy,negative,-1
shangri-la,positive,1
great-haste,negative,-1
torn-up,negative,-1
side-splitting,positive,1
green-about-the-gills,negative,-1
tossing-and-turning,negative,-1
side-splitting,positive,1
green-with-envy,negative,-1
touch-and-go,negative,-1
sitting-pretty,positive,1
green-eyed,negative,-1
tread-on-someone's-toes,negative,-1
snug-as-a-bug-in-a-rug,positive,1
grief-stricken,negative,-1
tread-water,negative,-1
soft-job,positive,1
grim-faced,negative,-1
trouble-be-brewing,negative,-1
soft-pedal,positive,1
guilt-ridden,negative,-1
try-one's-patience,negative,-1
soft-pedal,positive,1
hang-up,negative,-1
try-the-patience-of,negative,-1
stars-in-one's-eyes,positive,1
hanging-by-thread,negative,-1
turmoil-in-real-life,negative,-1
state-of-having-positive-beliefs,positive,1
hang-up,negative,-1
turn-on-the-heat,negative,-1
steady-as-a-rock,positive,1
hard-feelings,negative,-1
turn-one-off,negative,-1
streak-of-luck,positive,1
hard-luck,negative,-1
two-bit,negative,-1
striking-it-rich,positive,1
under-an-obligation,negative,-1
string-along,positive,1
hard-pressed,negative,-1
under-stress,negative,-1
sugary-food,positive,1
have-a-bone-to-pick,negative,-1
under-the-weather,negative,-1
sunny-side,positive,1
have-a-brush-with,negative,-1
up-against-it,negative,-1
sweetness-and-light,positive,1
have-cold-feet,negative,-1
up-in-arms,negative,-1
that's-the-ticket,positive,1
have-the-blahs,negative,-1
up-in-the-air,negative,-1
the-green-light,positive,1
heart-of-stone,negative,-1
up-the-creek,negative,-1
tickled-pink,positive,1
heaviness-of-heart,negative,-1
up-the-wall,negative,-1
tickled-to-death,positive,1
heavy-heart,negative,-1
upset-apple-cart,negative,-1
to-have-the-balls,positive,1
heavy-hearted,negative,-1
upset-someone,negative,-1
to-the-point,positive,1
heavyheartedness,negative,-1
upset-the-applecart,negative,-1
top-dog,positive,1
hell-broke-loose,negative,-1
weak-knees,negative,-1
turned-pink,positive,1
herculean-task,negative,-1
weak-kneed,negative,-1
turn-on,positive,1
high-strung,negative,-1
weary-load,negative,-1
up-to-snuff,positive,1
hissy-fit,negative,-1
weighed-down,negative,-1
up-and-coming,positive,1
ho-hums,negative,-1
weirded-out,negative,-1
vim-and-vigor,positive,1
hoo-hah,negative,-1
white-as-a-sheet,negative,-1
walk-on-air,positive,1
horror-struck,negative,-1
white-elephant,negative,-1
walking-on-air,positive,1
hot-air,negative,-1
white-feather,negative,-1
well-chosen,positive,1
hot-and-bothered,negative,-1
white-flag,negative,-1
well-deserved,positive,1
hot-under-collar,negative,-1
white-knuckled,negative,-1
well-disposed,positive,1
hot-under-the-collar,negative,-1
wishy-washy,negative,-1
well-off,positive,1
hot-water,negative,-1
with-bated-breath,negative,-1
well-suited,positive,1
hot-tempered,negative,-1
work-against,negative,-1
well-timed,positive,1
house-of-cards,negative,-1
work-up,negative,-1
well-to-do,positive,1
hurly-burly,negative,-1
worked-up,negative,-1
what-the-doctor-ordered,positive,1
ill-at-ease,negative,-1
worried-sick,negative,-1
white-lie,positive,1
ill-humor,negative,-1
worried-stiff,negative,-1
willing-to-be-in-unison,positive,1
ill-temper,negative,-1
ahead-of-the-game,positive,1
craycray,negative,-1
ill-will,negative,-1
all-systems-go,positive,1
ill-advised,negative,-1
amour-propre,positive,1
ill-disposed,negative,-1
amour-propre,positive,1
ill-disposedness,negative,-1
at-peace,positive,1
ill-fated,negative,-1
at-rest,positive,1
ill-humor,negative,-1
at-the-top,positive,1
ill-humored,negative,-1
at-top-of-ladder,positive,1
ill-natured,negative,-1
at-oneness,positive,1
ill-starred,negative,-1
at-oneness,positive,1
ill-tempered,negative,-1
au-fait,positive,1
impose-upon,negative,-1
back-slapping,positive,1
in-a-dither,negative,-1
back-slapping,positive,1
in-a-panic,negative,-1
bed-of-roses,positive,1
in-a-sweat,negative,-1
believing-positively,positive,1
in-a-tight-corner,negative,-1
big-break,positive,1
in-hock,negative,-1
big-hit,positive,1
in-pain,negative,-1
big-scene,positive,1
in-suspense,negative,-1
big-time,positive,1
in-the-doghouse,negative,-1
born-in-the-purple,positive,1
in-the-doldrums,negative,-1
born-with-a-silver-spoon,positive,1
in-the-dumps,negative,-1
bread-upon-the-waters,positive,1
in-the-red,negative,-1
break-a-record,positive,1
in-the-soup,negative,-1
break-free,positive,1
in-turmoil,negative,-1
break-the-ice,positive,1
insecure-with-oneself,negative,-1
break-through,positive,1
keyed-up,negative,-1
brought-to-a-close,positive,1
knock-out,negative,-1
buddy-buddy,positive,1
lack-of-confidence,negative,-1
can't-complain,positive,1
lack-of-interest,negative,-1
cared-for,positive,1
lacking-courage,negative,-1
catbird-seat,positive,1
lead-a-dog's-life,negative,-1
clear-conscience,positive,1
let-down,negative,-1
clear-the-air,positive,1
let-the-cat-out-of-the-bag,negative,-1
cloud-nine,positive,1
like-a-cat-on-hot-bricks,negative,-1
coming-up-roses,positive,1
like-a-chicken-with-its-head-cut-off,negative,-1
comme-il-faut,positive,1
little-pitchers-have-big-ears,negative,-1
contented-state,positive,1
long-faced,negative,-1
creature-comforts,positive,1
look-like-something-the-cat-dragged-in,negative,-1
cut-out-for,positive,1
loss-of-confidence,negative,-1
distinctive-quality,positive,1
lost-momentum,negative,-1
do-well,positive,1
louse-up,negative,-1
duty-bound,positive,1
low-in-spirits,negative,-1
duty-bound,positive,1
low-spirits,negative,-1
eternal-home,positive,1
low-down,negative,-1
eternal-rest,positive,1
low-quality,negative,-1
every-dog-has-its-day,positive,1
low-rent,negative,-1
everything-going,positive,1
low-spirited,negative,-1
fat-cat,positive,1
low-spiritedness,negative,-1
floating-on-air,positive,1
mad-as-a-hornet,negative,-1
flying-colors,positive,1
mad-as-hell,negative,-1
flying-high,positive,1
mad-rush,negative,-1
for-grins,positive,1
make-a-federal-case,negative,-1
full-of-life,positive,1
make-a-fool-of,negative,-1
full-of-pep,positive,1
make-a-monkey-of,negative,-1
full-of-promise,positive,1
make-ashamed,negative,-1
full-of-zip,positive,1
a-bundle-of-nerves,negative,-1
make-bitter,negative,-1
fun-time,positive,1
affected-mentally,negative,-1
make-blood-boil,negative,-1
fun-loving,positive,1
all-hell-break-loose,negative,-1
make-eat-dirt,negative,-1
fun-loving,positive,1
all-torn-up,negative,-1
make-little-of,negative,-1
funny-bone,positive,1
alley-cat,negative,-1
make-one-feel-small,negative,-1
game-for,positive,1
answerable-for,negative,-1
make-resentful,negative,-1
get-a-break,positive,1
ants-in-pants,negative,-1
make-see-red,negative,-1
get-some-air,positive,1
ass-in-a-sling,negative,-1
make-sick,negative,-1
getting-a-break,positive,1
at-a-loss,negative,-1
make-speechless,negative,-1
get-up-and-go,positive,1
at-boiling-point,negative,-1
make-turbid,negative,-1
get-up-and-go,positive,1
at-sixes-and-sevens,negative,-1
make-unhappy,negative,-1
glad-handering,positive,1
at-wits'-end,negative,-1
make-very-upset,negative,-1
glad-handering,positive,1
at-wit's-end,negative,-1
mental-weight,negative,-1
go-along-with,positive,1
back-to-the-drawing-board,negative,-1
miss-the-boat,negative,-1
go-to-bat-for,positive,1
back-to-the-wall,negative,-1
mix-up,negative,-1
golden-age,positive,1
backing-out,negative,-1
mixed-up,negative,-1
grand-slam,positive,1
basket-case,negative,-1
mix-up,negative,-1
gravy-train,positive,1
basket-case,negative,-1
monday-blues,negative,-1
green-fingers,positive,1
be-disagreeable,negative,-1
muck-up,negative,-1
grin-like-a-cheshire-cat,positive,1
beat-the-tar-out-of,negative,-1
muddle-headed,negative,-1
happy-go-lucky,positive,1
beat-down,negative,-1
mutual-hostility,negative,-1
happy-go-lucky,positive,1
behind-the-eight-ball,negative,-1
nagging-doubt,negative,-1
having-fun,positive,1
bell-the-cat,negative,-1
nail-biting,negative,-1
head-rush,positive,1
bent-out-of-shape,negative,-1
nerve-racking,negative,-1
health-and-prosperity,positive,1
between-a-rock-and-a-hard-place,negative,-1
nervous-restlessness,negative,-1
heart-to-heart,positive,1
between-the-devil-and-the-deep-blue-sea,negative,-1
nervous-wreck,negative,-1
heart-to-heart,positive,1
bewilder-someone,negative,-1
no-good,negative,-1
high-hopes,positive,1
big-stink,negative,-1
high-jinks,positive,1
biting-one's-nails,negative,-1
nose-in-the-air,negative,-1
high-spirits,positive,1
black-and-blue,negative,-1
not-comfortable,negative,-1
high-spirited,positive,1
black-book,negative,-1
not-content,negative,-1
high-spiritedness,positive,1
black-eye,negative,-1
not-enough,negative,-1
high-spirited,positive,1
black-hole,negative,-1
not-enough-room-to-swing-a-cat,negative,-1
high-spiritedness,positive,1
black-list,negative,-1
not-feeling-at-ease,negative,-1
hit-it-big,positive,1
black-lists,negative,-1
not-feeling-well,negative,-1
hold-the-trump-card,positive,1
black-look,negative,-1
not-good,negative,-1
holding-aces,positive,1
black-mark,negative,-1
not-with-it,negative,-1
honor-bound,positive,1
black-out,negative,-1
no-win,negative,-1
in-accord,positive,1
bleed-white,negative,-1
often-caused-by-emotion,negative,-1
in-character,positive,1
blind-as-a-bat,negative,-1
old-bat,negative,-1
in-favor,positive,1
blow-a-fuse,negative,-1
on-a-downer,negative,-1
in-high-spirits,positive,1
blow-hot-and-cold,negative,-1
on-a-string,negative,-1
in-keeping,positive,1
blow-one's-cork,negative,-1
on-edge,negative,-1
in-the-black,positive,1
blow-one's-lid,negative,-1
on-fire,negative,-1
in-the-cards,positive,1
blow-one's-stack,negative,-1
on-pins-and-needles,negative,-1
in-the-gravy,positive,1
blow-one's-top,negative,-1
on-the-rocks,negative,-1
in-the-groove,positive,1
blow-out,negative,-1
on-the-warpath,negative,-1
in-the-lead,positive,1
blow-up,negative,-1
on-thin-ice,negative,-1
in-the-mood,positive,1
blowing-a-gasket,negative,-1
out-of-a-clear-blue-sky,negative,-1
in-the-pink-of-health,positive,1
blowing-one's-top,negative,-1
out-of-control,negative,-1
into-something,positive,1
blue-devil,negative,-1
out-of-countenance,negative,-1
joie-de-vivre,positive,1
blue-devils,negative,-1
out-of-one's-mind,negative,-1
juiced-up,positive,1
blue-funk,negative,-1
out-of-one's-wit,negative,-1
just-the-ticket,positive,1
blue-in-the-face,negative,-1
out-of-place,negative,-1
just-what-was-ordered,positive,1
boiling-mad,negative,-1
out-of-spirits,negative,-1
keen-interest,positive,1
boiling-over,negative,-1
overboard,negative,-1
keeping-the-faith,positive,1
bolt-from-the-blue,negative,-1
pain-in-the-neck,negative,-1
kill-two-birds-with-one-stone,positive,1
bone-of-contention,negative,-1
paint-oneself-into-a-corner,negative,-1
lack-of-difficulty,positive,1
bowl-over,negative,-1
pandora's-box,negative,-1
lap-of-luxury,positive,1
brain-drain,negative,-1
panic-stricken,negative,-1
leave-no-stone-unturned,positive,1
break-a-leg,negative,-1
paper-tiger,negative,-1
leisure-activity,positive,1
pins-and-needles,negative,-1
life-everlasting,positive,1
break-in,negative,-1
light-in-spirit,positive,1
break-off,negative,-1
play-dirty,negative,-1
light-hearted,positive,1
break-one's-heart,negative,-1
pop-one's-balloon,negative,-1
light-hearted,positive,1
break-someone's-heart,negative,-1
poverty-stricken,negative,-1
lightheartedness,positive,1
bring-down,negative,-1
psych-out,negative,-1
light-heartedness,positive,1
bring-low,negative,-1
pull-a-boner,negative,-1
light-heartedness,positive,1
broken-heart,negative,-1
punch-drunk,negative,-1
lightness-in-spirit,positive,1
brush-aside,negative,-1
push-around,negative,-1
like-minded,positive,1
brush-off,negative,-1
pushed-too-far,negative,-1
living-it-up,positive,1
bummed-out,negative,-1
pushing-the-panic-button,negative,-1
load-off-one's-mind,positive,1
bummed-out,negative,-1
put-down,negative,-1
look-like-the-cat-that-swallowed-the-canary,positive,1
bundle-of-nerves,negative,-1
put-in-a-hole,negative,-1
burned-up,negative,-1
put-in-a-spot,negative,-1
looking-on-bright-side,positive,1
burning-up,negative,-1
put-off,negative,-1
looking-on-the-bright-side,positive,1
busted-up,negative,-1
put-on-the-spot,negative,-1
looking-through-rose-colored-glasses,positive,1
butterflies-in-stomach,negative,-1
put-to-shame,negative,-1
loose-fitting,positive,1
cabin-fever,negative,-1
quick-tempered,negative,-1
lots-of-laughs,positive,1
carried-away,negative,-1
ranting-and-raving,negative,-1
luck-in,positive,1
cast-down,negative,-1
rattle-one's-cage,negative,-1
luck-out,positive,1
cast-the-first-stone,negative,-1
raving-mad,negative,-1
lucky-break,positive,1
castles-in-the-air,negative,-1
lucky-dog,positive,1
catch-red-handed,negative,-1
red-faced,negative,-1
made-well,positive,1
caved-in,negative,-1
render-uncertain,negative,-1
mental-freedom,positive,1
chilled-to-the-bone,negative,-1
rock-bottom,negative,-1
much-obliged,positive,1
chomp-at-the-bit,negative,-1
rock-the-boat,negative,-1
not-bad,positive,1
cliff-hanger,negative,-1
on-a-roll,positive,1
climbing-the-walls,negative,-1
rolling-stone,negative,-1
on-a-streak,positive,1
cloak-and-dagger,negative,-1
rub-the-wrong-way,negative,-1
on-cloud-nine,positive,1
cold-feet,negative,-1
ruffle-one's-feathers,negative,-1
